"Variant","Authorized Name","DLL Identifier (Author)"
"gennadius of marseilles","gennadius, of marseilles","A5220"
"gennadius presbyter i marseille","gennadius, of marseilles","A5220"
"gennadius z marseille, činný 5. století","gennadius, of marseilles","A5220"
"gennadius, 5e eeuw","gennadius, of marseilles","A5220"
"gennadius, of marseilles","gennadius, of marseilles","A5220"
"gennadius, of marseilles, active 5th century","gennadius, of marseilles","A5220"
"john, of amalfi","john, of amalfi","A5221"
"jnhn, of amalri","john, of amalfi","A5221"
"juhn, of amaufi","john, of amalfi","A5221"
"john, of awalfi","john, of amalfi","A5221"
"john, of ayylfi","john, of amalfi","A5221"
"john, of agalfh","john, of amalfi","A5221"
"johk, of amalfi","john, of amalfi","A5221"
"ionas, arciv. di orléans, m. c. 843","jonas, bishop of orléans","A5222"
"jonas aurelianensis","jonas, bishop of orléans","A5222"
"jonas aurelianensis 760-843","jonas, bishop of orléans","A5222"
"jonas aurelianus","jonas, bishop of orléans","A5222"
"jonas aurelianus biskop av orleans","jonas, bishop of orléans","A5222"
"jonas bishop of orlians (θ.843)","jonas, bishop of orléans","A5222"
"jonas d'orléans","jonas, bishop of orléans","A5222"
"jonas, archevêque d'orléans","jonas, bishop of orléans","A5222"
"jonas, bishop of orléans","jonas, bishop of orléans","A5222"
"jonas, bishop of orléans, approximately 780-843","jonas, bishop of orléans","A5222"
"jonas, biskop av orléans, ca 780-843","jonas, bishop of orléans","A5222"
"jonas, d'orléans, environ 780-843","jonas, bishop of orléans","A5222"
"jonas, van orleans, ca. 780-843","jonas, bishop of orléans","A5222"
"jonasz (około 780-843).","jonas, bishop of orléans","A5222"
"gaius vettius aquilinus juvencus","juvencus, caius vettius aquilinus","A5223"
"iuvencus poeta","juvencus, caius vettius aquilinus","A5223"
"iuvencus, caius vettius aquilinus, f. c. 330","juvencus, caius vettius aquilinus","A5223"
"iuvencus, g.v.a. 4 в. gaius vettius aquilinus","juvencus, caius vettius aquilinus","A5223"
"iuvencus, gaius vettius aquilinus","juvencus, caius vettius aquilinus","A5223"
"iuvencus, gaius vettius aquilinus ca. 4. jh.","juvencus, caius vettius aquilinus","A5223"
"iuvencus, gaius vettius aquilinus, činný 4. století","juvencus, caius vettius aquilinus","A5223"
"iuvencus, gaius vettius aquilius, 300-talet","juvencus, caius vettius aquilinus","A5223"
"juvenco, 3--","juvencus, caius vettius aquilinus","A5223"
"juvenco, cayo aquilino vecio","juvencus, caius vettius aquilinus","A5223"
"juvenco, cayo vecio aquilino, s. 4","juvencus, caius vettius aquilinus","A5223"
"juvencus","juvencus, caius vettius aquilinus","A5223"
"juvencus, c. vettius aquilinus, 4e eeuw","juvencus, caius vettius aquilinus","A5223"
"juvencus, cajus vettius aquilinus (ok. 300-ok. 400)","juvencus, caius vettius aquilinus","A5223"
"juvencus, cajus vettius aquilinus (około 300-około 400).","juvencus, caius vettius aquilinus","A5223"
"juvencus, gaius vettius aquilinus","juvencus, caius vettius aquilinus","A5223"
"juvencus, gaius vettius aquilinus 03..-03..","juvencus, caius vettius aquilinus","A5223"
"juvencus, gaius vettius aquilinus, 03..-....","juvencus, caius vettius aquilinus","A5223"
"gezo, of tortona","gezo, of tortona","A5224"
"gfzo, of toreona","gezo, of tortona","A5224"
"geeo, of tomtona","gezo, of tortona","A5224"
"gezo, of tortoka","gezo, of tortona","A5224"
"gezo, oy tortona","gezo, of tortona","A5224"
"gezo, of tortons","gezo, of tortona","A5224"
"gezo, of tortona","gezo, of tortona","A5224"
"arezzo, guido of","guido, d'arezzo","A5225"
"gui d'arezzo 0990?-1050","guido, d'arezzo","A5225"
"gui d'arezzo, 992-1050","guido, d'arezzo","A5225"
"guido","guido, d'arezzo","A5225"
"guido aretinus (około 990-około 1050).","guido, d'arezzo","A5225"
"guido aretinus, 990/999-1050","guido, d'arezzo","A5225"
"guido av arezzo","guido, d'arezzo","A5225"
"guido d'arezzo, asi 990-1050","guido, d'arezzo","A5225"
"guido von arezzo 992-1050","guido, d'arezzo","A5225"
"guittone : d'arezzo","guido, d'arezzo","A5225"
"gwido z arezzo (ok. 990-ok. 1050)","guido, d'arezzo","A5225"
"gerard vossius","vossius, gerardus, approximately 1540-1609","A5226"
"vos, gerardus de (około 1540-1609).","vossius, gerardus, approximately 1540-1609","A5226"
"vos, gerardus de sac., c. 1540-1609","vossius, gerardus, approximately 1540-1609","A5226"
"vos, gerardus de, 1547?-1609","vossius, gerardus, approximately 1540-1609","A5226"
"vossius, gerardus","vossius, gerardus, approximately 1540-1609","A5226"
"vossius, gerardus 15..-1609","vossius, gerardus, approximately 1540-1609","A5226"
"vossius, gerardus apie 1540–1609","vossius, gerardus, approximately 1540-1609","A5226"
"vossius, gerardus, 1547-1609","vossius, gerardus, approximately 1540-1609","A5226"
"vossius, gerardus, ca. 1540-1609","vossius, gerardus, approximately 1540-1609","A5226"
"vossius, gerardus, sac., c. 1540-1609","vossius, gerardus, approximately 1540-1609","A5226"
"godefridus aus viterbo","godfrey, of viterbo","A5227"
"godefridus viterbiensis","godfrey, of viterbo","A5227"
"godefridus viterbiensis (ok. 1125-ok. 1202)","godfrey, of viterbo","A5227"
"godefridus viterbiensis (około 1125-około 1202).","godfrey, of viterbo","A5227"
"godefridus viterbiensis, 1125-1202","godfrey, of viterbo","A5227"
"godefridus viterbiensis, c. 1120-1191","godfrey, of viterbo","A5227"
"godefridus, viterbiensis","godfrey, of viterbo","A5227"
"godefroi de viterbe","godfrey, of viterbo","A5227"
"godefroi de viterbe, 1133?-1191","godfrey, of viterbo","A5227"
"godfrey of viterbo","godfrey, of viterbo","A5227"
"godfrey, of viterbo","godfrey, of viterbo","A5227"
"godfrey, of viterbo, -1191?","godfrey, of viterbo","A5227"
"gottfried von viterbo","godfrey, of viterbo","A5227"
"gottfried, von viterbo, 1125-ca. 1202","godfrey, of viterbo","A5227"
"viterbo, gottfried von","godfrey, of viterbo","A5227"
"fulcoius approximately 1020-approximately 1083 belvacensis","fulcoius, belvacensis","A5228"
"fulcoius belvacensis","fulcoius, belvacensis","A5228"
"fulcoius of beauvais","fulcoius, belvacensis","A5228"
"fulcoius, belvacensis","fulcoius, belvacensis","A5228"
"gerardus augustanus (9..-około 990).","gerhard, von augsburg","A5229"
"gerardus ca. 10. jh augustanus","gerhard, von augsburg","A5229"
"gerhard von augsburg kanoniker und dompropst in augsburg","gerhard, von augsburg","A5229"
"gerhard von augsburg, augsburg, dompropst ca. 10. jh.","gerhard, von augsburg","A5229"
"gerhard, priester, fl. ca. 950","gerhard, von augsburg","A5229"
"erigena, iohannes scotus, c. 810-ca. 877","erigena, johannes scotus","A5230"
"erigena, johannes scotus","erigena, johannes scotus","A5230"
"erigena, johannes scotus (π. 810-877)","erigena, johannes scotus","A5230"
"erigena, johannes scotus apie 810-apie 877","erigena, johannes scotus","A5230"
"erigena, johannes scotus, aproximadament 810-aproximadament 877","erigena, johannes scotus","A5230"
"erigena, johannes scotus, asi 810-asi 877","erigena, johannes scotus","A5230"
"erigena, johannes scotus, ca. 810-ca. 877.","erigena, johannes scotus","A5230"
"erigena, johannes scotus, environ 810-environ 877","erigena, johannes scotus","A5230"
"eriugena, iohannes scotus, c. 810-c. 877","erigena, johannes scotus","A5230"
"eriugena, jan szkot (ok. 810-ok. 877)","erigena, johannes scotus","A5230"
"eriugena, johannes scotus (około 810-około 877).","erigena, johannes scotus","A5230"
"eriugena, johannes scotus, asi 810-asi 877","erigena, johannes scotus","A5230"
"ioannes : scotus erigena","erigena, johannes scotus","A5230"
"iohannes scotus eriugena","erigena, johannes scotus","A5230"
"iohannes scotus eriugena, c. 810-c. 877","erigena, johannes scotus","A5230"
"jean scot érigène, 0810?-0877?","erigena, johannes scotus","A5230"
"joannes scotus erigena ca. 810-ca. 877","erigena, johannes scotus","A5230"
"joannes, scotus eriugena, ca. 810-ca. 877","erigena, johannes scotus","A5230"
"johannes scottus 9.sc","erigena, johannes scotus","A5230"
"johannes scottus eriugena","erigena, johannes scotus","A5230"
"johannes scotus erigena, ca 810-ca 877","erigena, johannes scotus","A5230"
"johannes scotus eriugena","erigena, johannes scotus","A5230"
"johannes scotus eriugena 810-877","erigena, johannes scotus","A5230"
"johannes scotus eriugena ок.810-ок.877","erigena, johannes scotus","A5230"
"john scotus eriugena","erigena, johannes scotus","A5230"
"scot érigène, jean, environ 810-environ 877","erigena, johannes scotus","A5230"
"scoto, giovanni","erigena, johannes scotus","A5230"
"scottus, iohannes","erigena, johannes scotus","A5230"
"scotus erigena, joannes, ca. 810-ca. 877","erigena, johannes scotus","A5230"
"scotus, joannes, erigena","erigena, johannes scotus","A5230"
"canapario, giovanni, -1004","kanapariusz, jan","A5231"
"canaparius, jan, -asi 1004","kanapariusz, jan","A5231"
"canaparius, joannes (?-1004)","kanapariusz, jan","A5231"
"iohannes canaparius, c. 950-1004","kanapariusz, jan","A5231"
"johannes canaparius","kanapariusz, jan","A5231"
"johannes canaparius -1004","kanapariusz, jan","A5231"
"johannes canaparius, 09..-1004","kanapariusz, jan","A5231"
"johannes, canaparius","kanapariusz, jan","A5231"
"john canaparius","kanapariusz, jan","A5231"
"gaudence, 0360?-0410?, saint","gaudentius, saint, bishop of brescia","A5232"
"gaudencio de brescia, santo m. 410?","gaudentius, saint, bishop of brescia","A5232"
"gaudentius","gaudentius, saint, bishop of brescia","A5232"
"gaudentius brixiensis","gaudentius, saint, bishop of brescia","A5232"
"gaudentius, évêque de brescia, saint","gaudentius, saint, bishop of brescia","A5232"
"gaudentius, saint, bishop of brescia","gaudentius, saint, bishop of brescia","A5232"
"gaudentius, saint, bishop of brescia, -410?","gaudentius, saint, bishop of brescia","A5232"
"gaudenty (święty","gaudentius, saint, bishop of brescia","A5232"
"około -410).","gaudentius, saint, bishop of brescia","A5232"
"saint gaudentius of brescia","gaudentius, saint, bishop of brescia","A5232"
"gerard, archbishop of york","gerard, archbishop of york","A5233"
"gerardus eboracensis","gerard, archbishop of york","A5233"
"girard, archbishop of york","gerard, archbishop of york","A5233"
"gervrd, archbishop of york","gerard, archbishop of york","A5233"
"gerard, archbishop of yjrk","gerard, archbishop of york","A5233"
"guimund (biskup awersy","guitmond, of aversa","A5234"
"10..-1095).","guitmond, of aversa","A5234"
"guitmond","guitmond, of aversa","A5234"
"guitmond d' aversa, 10..-109.","guitmond, of aversa","A5234"
"guitmond, of aversa","guitmond, of aversa","A5234"
"guitmond, of aversa, active 11th century","guitmond, of aversa","A5234"
"guitmund","guitmond, of aversa","A5234"
"guitmundus aversanus","guitmond, of aversa","A5234"
"guitmundus, archiepiscopus aversanus","guitmond, of aversa","A5234"
"guitmundus, aversanus, fl. 1070-1095","guitmond, of aversa","A5234"
"germain 049.?-0576 saint","germain, saint, bishop of paris","A5235"
"germain of paris","germain, saint, bishop of paris","A5235"
"germain, saint, bishop of paris","germain, saint, bishop of paris","A5235"
"germain, saint, évêque de paris, environ 496-576","germain, saint, bishop of paris","A5235"
"german z paryża (św.","germain, saint, bishop of paris","A5235"
"ca 496-576)","germain, saint, bishop of paris","A5235"
"german z paryża (święty","germain, saint, bishop of paris","A5235"
"496-576).","germain, saint, bishop of paris","A5235"
"german, z paříže, svatý, 496-576","germain, saint, bishop of paris","A5235"
"germanus parisiensis","germain, saint, bishop of paris","A5235"
"germanus parisiensis 496-576","germain, saint, bishop of paris","A5235"
"germanus parisiensis helgen, biskop av paris","germain, saint, bishop of paris","A5235"
"germanus parisiensis parisiensis episcopus","germain, saint, bishop of paris","A5235"
"germanus, parisiensis","germain, saint, bishop of paris","A5235"
"germanus, parisiensis, ca. 496-576","germain, saint, bishop of paris","A5235"
"gilbert of tournai","guibert, de tournai","A5236"
"gilberto da tournai","guibert, de tournai","A5236"
"guibert de tournai","guibert, de tournai","A5236"
"guibert de tournai (ok. 1200 -1284)","guibert, de tournai","A5236"
"guibert de tournai, 12..-1284?","guibert, de tournai","A5236"
"guibert de tournai, d. 1284?","guibert, de tournai","A5236"
"guibert de tournai, frater, o.f.m., -ca. 1284","guibert, de tournai","A5236"
"guibert von tournai -1284","guibert, de tournai","A5236"
"guibert, de tournai","guibert, de tournai","A5236"
"guibert, de tournai, -1284?","guibert, de tournai","A5236"
"guibert, de tournai, ?-1284, o.f.m.","guibert, de tournai","A5236"
"guibert, de tournai, 1200?-1284","guibert, de tournai","A5236"
"guibert, de tournai, asi 1200-1284","guibert, de tournai","A5236"
"guibertus tornacensis, o.f.m., m. 1284","guibert, de tournai","A5236"
"guibertus, tornacensis","guibert, de tournai","A5236"
"catallus, gaius valerius","catullus, gaius valerius","A5237"
"catul, gai valeri, aproximadament 84 ac-aproximadament 54 ac","catullus, gaius valerius","A5237"
"catulle","catullus, gaius valerius","A5237"
"catulle 0087?-0052? av. j.-c.","catullus, gaius valerius","A5237"
"catullus","catullus, gaius valerius","A5237"
"catullus, c. valerius","catullus, gaius valerius","A5237"
"catullus, c. valerius (caius valerius), 87-ca. 54 v. chr.","catullus, gaius valerius","A5237"
"catullus, ca 84-ca 54 f.kr.","catullus, gaius valerius","A5237"
"catullus, caius valerius","catullus, gaius valerius","A5237"
"catullus, caius valerius (około 84-około 54 p.n.e.).","catullus, gaius valerius","A5237"
"catullus, caius valerius, 84?-54? a.c.","catullus, gaius valerius","A5237"
"catullus, g. v. ок.87-ок.54 до н.э. gaius valerius","catullus, gaius valerius","A5237"
"catullus, gaius valerius 84c-54c a.c.","catullus, gaius valerius","A5237"
"catullus, gaius valerius 87 f.kr.-54 f.kr.","catullus, gaius valerius","A5237"
"catullus, gaius valerius b.c.84-b.c.54","catullus, gaius valerius","A5237"
"catullus, gaius valerius ca. v84-v55","catullus, gaius valerius","A5237"
"catullus, gaius valerius,  ok. 87-ok. 54 pr.n.š.","catullus, gaius valerius","A5237"
"catullus, gaius valerius, asi 84 př. kr.-asi 54 př. kr.","catullus, gaius valerius","A5237"
"catullus, gaius valerius, c. 84-c. 54 a.c.","catullus, gaius valerius","A5237"
"catullus, valerius","catullus, gaius valerius","A5237"
"catulo, caio valerio.","catullus, gaius valerius","A5237"
"gellért, svatý, 980-1046","gerard, of csanád, saint","A5238"
"gerard (święty","gerard, of csanád, saint","A5238"
"977?-1046).","gerard, of csanád, saint","A5238"
"ok. 980-1046)","gerard, of csanád, saint","A5238"
"gerard of csanád","gerard, of csanád, saint","A5238"
"gerard of csanád, saint","gerard, of csanád, saint","A5238"
"gérard, 0977?-1046, saint","gerard, of csanád, saint","A5238"
"gerard, of csanád, saint","gerard, of csanád, saint","A5238"
"gerardo sagredo","gerard, of csanád, saint","A5238"
"gerardo sagredo, santo 986-1047","gerard, of csanád, saint","A5238"
"gerardus chanadiensis","gerard, of csanád, saint","A5238"
"gerardus chanadiensis, s., vesc. di csanád, m. 1046","gerard, of csanád, saint","A5238"
"gerardus csanadiensis helgen","gerard, of csanád, saint","A5238"
"gerardus csanadiensis, ca 980-1046","gerard, of csanád, saint","A5238"
"gerardus sagredo m. 1046 s., vesc. di csanád","gerard, of csanád, saint","A5238"
"gerardus, moresanus, saint","gerard, of csanád, saint","A5238"
"gerardus, van czanad, -1046","gerard, of csanád, saint","A5238"
"goldast von haiminsfeld, melchior, 1578-1635.","goldast, melchior","A5239"
"goldast von heimensfeld, melchior, 1578-1635","goldast, melchior","A5239"
"goldast, melchior, 1578-1635","goldast, melchior","A5239"
"haiminsfeld, melchior goldast von, 1578-1635","goldast, melchior","A5239"
"melchior goldast","goldast, melchior","A5239"
"melchior haiminsfeldius goldastus","goldast, melchior","A5239"
"gautbert","gautbert","A5240"
"gautbertus grammaticus ca. 10. jh.","gautbert","A5240"
"gautberbus grammaticus ca. 10. jh.","gautbert","A5240"
"gautbertuq grammaticus ca. 10. jh.","gautbert","A5240"
"gaytbertus grammaticus ca. 10. jh.","gautbert","A5240"
"gautbertus grammatimus ca. 10. jh.","gautbert","A5240"
"gilbert de la porrée","gilbert, de la porrée, bishop","A5241"
"gilbert de la porrée (ok. 1076-1154)","gilbert, de la porrée, bishop","A5241"
"gilbert de la porrée 107.?-1154","gilbert, de la porrée, bishop","A5241"
"gilbert de la porrée, 1080?-1154","gilbert, de la porrée, bishop","A5241"
"gilbert de la porrée, biskop av poitiers, ca 1075-1154","gilbert, de la porrée, bishop","A5241"
"gilbert, de la porrée, approximately 1075-1154","gilbert, de la porrée, bishop","A5241"
"gilbert, de la porrée, bisbe, aproximadament 1075-1154","gilbert, de la porrée, bishop","A5241"
"gilbert, de la porrée, bishop","gilbert, de la porrée, bishop","A5241"
"gilbert, de la porrée, bishop, approximately 1075-1154","gilbert, de la porrée, bishop","A5241"
"gilbert, porretanus","gilbert, de la porrée, bishop","A5241"
"gilbertus 1080-1154 porretanus","gilbert, de la porrée, bishop","A5241"
"gilbertus poitiers'st, u.1080-u.1154.","gilbert, de la porrée, bishop","A5241"
"gilbertus porretanus (około 1075-1154).","gilbert, de la porrée, bishop","A5241"
"gilbertus porretanus biskop av poitiers","gilbert, de la porrée, bishop","A5241"
"gilbertus, porretanus, ca. 1080-1154","gilbert, de la porrée, bishop","A5241"
"la porrée, gilbert de, environ 1073-1154","gilbert, de la porrée, bishop","A5241"
"porrée, gilbert de la poitiers, bischof 1080-1154","gilbert, de la porrée, bishop","A5241"
"gumpold of mantua","gumpoldus, bishop of mantua","A5242"
"gumpoldus mantuanus ca. um 967/85","gumpoldus, bishop of mantua","A5242"
"gumpold oy mantua","gumpoldus, bishop of mantua","A5242"
"gumpyld of mantua","gumpoldus, bishop of mantua","A5242"
"gumbold oe mantua","gumpoldus, bishop of mantua","A5242"
"gumpold ou maqtua","gumpoldus, bishop of mantua","A5242"
"faust, bisbe de riez, aproximadament 408-aproximadament 490","faustus, of riez","A5243"
"fauste de riez, 0410?-0495?","faustus, of riez","A5243"
"faustus : reiensis","faustus, of riez","A5243"
"faustus (biskup riez","faustus, of riez","A5243"
"ok. 410-ok. 495)","faustus, of riez","A5243"
"około 410-około 495).","faustus, of riez","A5243"
"faustus of riez","faustus, of riez","A5243"
"faustus reiensis","faustus, of riez","A5243"
"faustus reiensis 410-495","faustus, of riez","A5243"
"faustus reiensis ок.410 - ок.495","faustus, of riez","A5243"
"faustus rhegiensis","faustus, of riez","A5243"
"faustus, évêque de riez, saint","faustus, of riez","A5243"
"faustus, of riez","faustus, of riez","A5243"
"faustus, of riez, 5th cent","faustus, of riez","A5243"
"faustus, of riez, active 5th century","faustus, of riez","A5243"
"faustus, reiensis, ca. 410-ca. 490","faustus, of riez","A5243"
"faustus, s., vesc. di riez, sec. v","faustus, of riez","A5243"
"fromond de tegernsee 0960-1008?","froumund, of tegernsee","A5244"
"fromond de tegernsee, 09..?-10..?","froumund, of tegernsee","A5244"
"froumund, van tegernsee, 960-ca. 1008","froumund, of tegernsee","A5244"
"froumundus tegernseensis (ok. 960- ok.1008)","froumund, of tegernsee","A5244"
"froumundus tegernseensis 960-1008","froumund, of tegernsee","A5244"
"froumundus tegernseensis, c.960-1006/1012","froumund, of tegernsee","A5244"
"florence, of worcester","florence, of worcester","A5245"
"florence, of worcester, -1118","florence, of worcester","A5245"
"florence, of worcester, d. 1118","florence, of worcester","A5245"
"florent de worcester, 10..-1118","florence, of worcester","A5245"
"florentius wigorniensis -1118","florence, of worcester","A5245"
"florentius wigorniensis, m. 1118","florence, of worcester","A5245"
"florentius, wigorniensis, monachus","florence, of worcester","A5245"
"worcester, florence","florence, of worcester","A5245"
"chromace d'aquilée","chromatius, saint","A5246"
"chromace d'aquilée 0335?-0407? saint","chromatius, saint","A5246"
"chromacjusz (święty","chromatius, saint","A5246"
"około 335-407).","chromatius, saint","A5246"
"chromacjusz z akwilei (święty","chromatius, saint","A5246"
"345-ok. 407)","chromatius, saint","A5246"
"chromatius aquileiensis -407","chromatius, saint","A5246"
"chromatius aquileiensis helgen, biskop av aquileia","chromatius, saint","A5246"
"chromatius episcopus aquileiensis","chromatius, saint","A5246"
"chromatius saint (θ. 407)","chromatius, saint","A5246"
"chromatius, aquileiensis, -ca. 406","chromatius, saint","A5246"
"chromatius, biskop av aquileia","chromatius, saint","A5246"
"chromatius, évêque d'aquilée, saint","chromatius, saint","A5246"
"chromatius, saint","chromatius, saint","A5246"
"chromatius, saint, d. 407","chromatius, saint","A5246"
"chromatius, svatý, -asi 407","chromatius, saint","A5246"
"cromacio de aquilea 340?-408?","chromatius, saint","A5246"
"coripo, flavio cresconio","corippus, flavius cresconius","A5247"
"corippe, 0500-0568","corippus, flavius cresconius","A5247"
"corippus","corippus, flavius cresconius","A5247"
"corippus, flavius cresconius (około 500-około 570).","corippus, flavius cresconius","A5247"
"corippus, flavius cresconius (άκμ. 6ο αι. μ. χ)","corippus, flavius cresconius","A5247"
"corippus, flavius cresconius ca. 6. jh.","corippus, flavius cresconius","A5247"
"corippus, flavius cresconius, -asi 566","corippus, flavius cresconius","A5247"
"corippus, flavius cresconius, 6e eeuw","corippus, flavius cresconius","A5247"
"corippus, flavius cresconius, f. 549","corippus, flavius cresconius","A5247"
"flavius cresconius corippus","corippus, flavius cresconius","A5247"
"flawiusz kreskoniusz koryppus (ok. 500-570)","corippus, flavius cresconius","A5247"
"gorippus poeta","corippus, flavius cresconius","A5247"
"commodianus 3 w","commodianus","A5248"
"commodianus gazeus","commodianus","A5248"
"commodianus.","commodianus","A5248"
"commodien de gaza","commodianus","A5248"
"felix i","felix i, pope","A5249"
"felix i, pope","felix i, pope","A5249"
"felix i. papst -273","felix i, pope","A5249"
"felix i., papež, asi 210-274","felix i, pope","A5249"
"felix, i, papst","felix i, pope","A5249"
"pope felix i","felix i, pope","A5249"
"pous felix i 26ste pous van die rooms-katolieke kerk","felix i, pope","A5249"
"frutolf","frutolf","A5250"
"frutolf av michelsberg","frutolf","A5250"
"frutolf of michelsberg","frutolf","A5250"
"frutolf vom michelsberg -1103","frutolf","A5250"
"frutolf von michelsberg deutscher mönch und chronist","frutolf","A5250"
"frutolf von michelsberg, 10..-1103","frutolf","A5250"
"frutolf, -1103","frutolf","A5250"
"frutolfus bambergensis","frutolf","A5250"
"frutolfus bambergensis ( -1103).","frutolf","A5250"
"frutolfus bambergensis, 1038?-1103","frutolf","A5250"
"frutolfus of michelsberg","frutolf","A5250"
"frutolfus, bambergensis","frutolf","A5250"
"frutolfus, o.s.b., m. 1103","frutolf","A5250"
"celestin i., papež, -432","celestine i, pope","A5251"
"célestin ier pape","celestine i, pope","A5251"
"célestin ier pape 03..-0432?","celestine i, pope","A5251"
"celestine i, pope","celestine i, pope","A5251"
"celestine i, pope (roman pope, saint, died 432)","celestine i, pope","A5251"
"celestine i, pope, -432","celestine i, pope","A5251"
"celestyn i (papież","celestine i, pope","A5251"
"-432).","celestine i, pope","A5251"
"coelestinus i m. 432 papa","celestine i, pope","A5251"
"cölestin i. papst -432","celestine i, pope","A5251"
"pope celestine i","celestine i, pope","A5251"
"evodius -424 bishop of uzalis","evodius, bishop of uzalis","A5252"
"evodius (około 360-około 426).","evodius, bishop of uzalis","A5252"
"evodius d'uzali, 03..-042.","evodius, bishop of uzalis","A5252"
"evodius uzaliensis 03..-042.","evodius, bishop of uzalis","A5252"
"evodius uzalitanus -424","evodius, bishop of uzalis","A5252"
"evodius, bishop of uzalis, -424","evodius, bishop of uzalis","A5252"
"évodius, évêque d'uzala, -424","evodius, bishop of uzalis","A5252"
"ewodiusz (ok. 360-ok. 426)","evodius, bishop of uzalis","A5252"
"franco de leodio, m. 1083","franco, of liège","A5253"
"franco leodiensis -1083","franco, of liège","A5253"
"franco, of liège","franco, of liège","A5253"
"francon de liège","franco, of liège","A5253"
"clarembald of arras","clarembald, of arras","A5254"
"clarembald, of arras","clarembald, of arras","A5254"
"clarembald, of arras, 12th cent.","clarembald, of arras","A5254"
"clarembald, of arras, active 12th century","clarembald, of arras","A5254"
"clarembaldus  <prevosto di arras>","clarembald, of arras","A5254"
"clarembaldus atrebatensis","clarembald, of arras","A5254"
"clarembaldus atrebatensis -1160","clarembald, of arras","A5254"
"clarembaud d'arras","clarembald, of arras","A5254"
"clarembaud d'arras 11..-117","clarembald, of arras","A5254"
"clarenbaldus, 12e eeuw","clarembald, of arras","A5254"
"concile de constantinople (2e : 553 : constantinople)","council of constantinople (2nd : 553 : constantinople)","A5255"
"concile de constantinople 2 0553","council of constantinople (2nd : 553 : constantinople)","A5255"
"concilio de constantinopla 2o. 553","council of constantinople (2nd : 553 : constantinople)","A5255"
"concilium constantinopolitanum (2 : 553)","council of constantinople (2nd : 553 : constantinople)","A5255"
"concilium constantinopolitanum 2","council of constantinople (2nd : 553 : constantinople)","A5255"
"katolická církev. cařihradský koncil (2. : 553)","council of constantinople (2nd : 553 : constantinople)","A5255"
"kirkemøtet i konstantinopel 553","council of constantinople (2nd : 553 : constantinople)","A5255"
"sobór konstantynopolitański (2","council of constantinople (2nd : 553 : constantinople)","A5255"
"553).","council of constantinople (2nd : 553 : constantinople)","A5255"
"flavio giuseppe, c. 37-c. 100","josephus, flavius","A5256"
"flavius josèphe, 0038?-0100?","josephus, flavius","A5256"
"flavius, iosephus, c. 37-c. 100","josephus, flavius","A5256"
"flavius, josephus","josephus, flavius","A5256"
"flavius, josephus apie 37–apie 100","josephus, flavius","A5256"
"flawiusz, józef (ok. 37-103)","josephus, flavius","A5256"
"iosephus flavius","josephus, flavius","A5256"
"iosephus flavius (około 37-103).","josephus, flavius","A5256"
"iosephus, flavius","josephus, flavius","A5256"
"iosephus, flavius, c. 37-c. 100","josephus, flavius","A5256"
"josefo, flavio","josephus, flavius","A5256"
"josefo, flávio, 37 ou 8-ca. 100","josephus, flavius","A5256"
"josefo, flavio, 37-ca. 100","josephus, flavius","A5256"
"josefo, flávio, ca 37-ca 100","josephus, flavius","A5256"
"josefos, flavius","josephus, flavius","A5256"
"josep flavi, 38-100","josephus, flavius","A5256"
"josèphe, flavius","josephus, flavius","A5256"
"josephus","josephus, flavius","A5256"
"josephus flavius, 37-asi 100","josephus, flavius","A5256"
"josephus, flavius","josephus, flavius","A5256"
"josephus, flavius -100","josephus, flavius","A5256"
"josephus, flavius 37-100","josephus, flavius","A5256"
"josephus, flavius, ap 37-ap 100","josephus, flavius","A5256"
"josephus, flavius, c. 37-c. 100","josephus, flavius","A5256"
"josephus, flavius, ca. 37-ca. 100","josephus, flavius","A5256"
"josephus, flavius.","josephus, flavius","A5256"
"yosef ben matityahu / יוסף הכהן בן מתתיהו","josephus, flavius","A5256"
"georgius florentius","gregory, bishop of tours, saint","A5257"
"grégoire de tours","gregory, bishop of tours, saint","A5257"
"grégoire de tours saint 0538-0594","gregory, bishop of tours, saint","A5257"
"grégoire de tours, 0538-0594, saint","gregory, bishop of tours, saint","A5257"
"grégoire άγιος επίσκοπος της τουρ 538-594","gregory, bishop of tours, saint","A5257"
"grégoire, de tours, saint, 538?-594","gregory, bishop of tours, saint","A5257"
"gregor tours, bischof, heiliger 538-594","gregory, bishop of tours, saint","A5257"
"gregorius av tours, helgon, ca 538-ca 594","gregory, bishop of tours, saint","A5257"
"gregorius turonensis","gregory, bishop of tours, saint","A5257"
"gregorius turonensis 538-594","gregory, bishop of tours, saint","A5257"
"gregorius turonensis helgen, biskop av tours","gregory, bishop of tours, saint","A5257"
"gregorius turonensis, 539-594","gregory, bishop of tours, saint","A5257"
"gregorius turonensis, s., vesc. di tours, 538-594","gregory, bishop of tours, saint","A5257"
"gregorius, dýrlingur, biskup af tours, 538-594","gregory, bishop of tours, saint","A5257"
"gregorius, s., vesc. di tours, 538-594","gregory, bishop of tours, saint","A5257"
"gregorius, saint, bp. of tours, 538-594","gregory, bishop of tours, saint","A5257"
"gregors, tūras, 538-594","gregory, bishop of tours, saint","A5257"
"gregory of tours","gregory, bishop of tours, saint","A5257"
"gregory of tours, saint","gregory, bishop of tours, saint","A5257"
