"author","distilbert_author","count"
"Pithou, Pierre.","{'authorized_name': 'pithou, pierre, 1539-1596', 'author_id': 'A6006'}","1"
"Platina, 1421-1481.","{'authorized_name': 'platina, 1421-1481', 'author_id': 'A3806'}","1"
"Platina, Bartolomeo, 1421-1481","{'authorized_name': 'platina, 1421-1481', 'author_id': 'A3806'}","1"
"Platina, Bartolomeo, 1421-1481.","{'authorized_name': 'platina, 1421-1481', 'author_id': 'A3806'}","6"
"Plautus, Titus Maccius","{'authorized_name': 'plautus, titus maccius', 'author_id': 'A4895'}","2"
"Plautus, Titus Maccius.","{'authorized_name': 'plautus, titus maccius', 'author_id': 'A4895'}","2"
"Plinio Cecilio Segundo, Cayo.","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","1"
"Plinio Segundo, Cayo, 23-79 d.C.","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","42"
"Plinius Caecilus Secundus, C.","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","2"
"Plinius Secundus, Caius, 23-79 A.D.","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","3"
"Pliny, the Elder","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","121"
"Pliny, the Elder.","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","150"
"Pliny, the Younger","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","49"
"Pliny, the Younger.","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","32"
"Pohlenz, M. 1872-1962.","{'authorized_name': 'pohlenz, m. (max), 1872-1962', 'author_id': 'A3202'}","5"
"Poleni, Giovanni, 1683-1761.","{'authorized_name': 'poleni, giovanni, 1683-1761', 'author_id': 'A6047'}","1"
"Polignac, Melchior de, 1661-1741.","{'authorized_name': 'polignac, melchior de, 1661-1742?', 'author_id': 'A3852'}","1"
"Polignac, Melchior de, 1661-1742?","{'authorized_name': 'polignac, melchior de, 1661-1742?', 'author_id': 'A3852'}","4"
"Polignac, Melchior de, 1661-1742?.","{'authorized_name': 'polignac, melchior de, 1661-1742?', 'author_id': 'A3852'}","2"
"Polignac, Melchior de, Cardenal, 1661-1741","{'authorized_name': 'polignac, melchior de, 1661-1742?', 'author_id': 'A3852'}","1"
"Polignac, Melchior de, Cardenal, 1661-1741.","{'authorized_name': 'polignac, melchior de, 1661-1742?', 'author_id': 'A3852'}","1"
"Poliziano, Angelo, 1454-1494.","{'authorized_name': 'poliziano, angelo, 1454-1494', 'author_id': 'A4336'}","2"
"Pontano, Giovanni Gioviano, 1426-1503.","{'authorized_name': 'pontano, giovanni gioviano', 'author_id': 'A4758'}","3"
"Pontano, Giovanni Gioviano, 1429-1503","{'authorized_name': 'pontano, giovanni gioviano', 'author_id': 'A4758'}","5"
"Pontano, Giovanni Gioviano, 1429-1503.","{'authorized_name': 'pontano, giovanni gioviano', 'author_id': 'A4758'}","3"
"Pontanus, Iacobus, 1542-1626","{'authorized_name': 'pontanus, jacob, 1542-1626', 'author_id': 'A3844'}","2"
"Pontanus, Iacobus, 1542-1626.","{'authorized_name': 'pontanus, jacob, 1542-1626', 'author_id': 'A3844'}","1"
"Pontanus, Jacob, 1542-1626.","{'authorized_name': 'pontanus, jacob, 1542-1626', 'author_id': 'A3844'}","1"
"Pontanus, Jacobus (S.I.)","{'authorized_name': 'pontanus, jacob, 1542-1626', 'author_id': 'A3844'}","1"
"Pontanus, Jacobus (S.I.), 1542-1626","{'authorized_name': 'pontanus, jacob, 1542-1626', 'author_id': 'A3844'}","1"
"Pontanus, Jacobus (S.I.), 1542-1626.","{'authorized_name': 'pontanus, jacob, 1542-1626', 'author_id': 'A3844'}","1"
"Pontanus, Johannes Isaacus.","{'authorized_name': 'pontanus, johannes isacius, 1571-1639', 'author_id': 'A4147'}","1"
"Pontanus, Johannes Isacius, 1571-1639.","{'authorized_name': 'pontanus, johannes isacius, 1571-1639', 'author_id': 'A4147'}","1"
"Porphyrius, Publilius Optatianus.","{'authorized_name': 'porfyrius, p. optatianus', 'author_id': 'A4902'}","1"
"Porphyrius, Publius Optatianus.","{'authorized_name': 'porfyrius, p. optatianus', 'author_id': 'A4902'}","1"
"Postel, Guillaume, 1510-1581.","{'authorized_name': 'postel, guillaume, 1510-1581', 'author_id': 'A4342'}","5"
"Postel, Guillaume.","{'authorized_name': 'postel, guillaume, 1510-1581', 'author_id': 'A4342'}","1"
"Priscian, active approximately 500-530","{'authorized_name': 'priscian, active approximately 500-530', 'author_id': 'A4498'}","1"
"Priscian, active approximately 500-530.","{'authorized_name': 'priscian, active approximately 500-530', 'author_id': 'A4498'}","12"
"Priscianus, Theodorus.","{'authorized_name': 'priscianus, theodorus', 'author_id': 'A3493'}","4"
"Propertius, Sextus","{'authorized_name': 'propertius, sextus', 'author_id': 'A4889'}","14"
"Propertius, Sextus Aurelius, ca. 47-15 v.Chr.","{'authorized_name': 'propertius, sextus', 'author_id': 'A4889'}","1"
"Propertius, Sextus.","{'authorized_name': 'propertius, sextus', 'author_id': 'A4889'}","50"
"Prosper, of Aquitaine, Saint, ca. 390-ca. 463.","{'authorized_name': 'prosper, of aquitaine, saint', 'author_id': 'A4899'}","1"
"Prudentius, 348-","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","11"
"Prudentius, b. 348.","{'authorized_name': 'prudentius, 348-', 'author_id': 'A4609'}","3"
"Pufendorf, Samuel, Freiherr von, 1632-1694.","{'authorized_name': 'pufendorf, samuel, freiherr von, 1632-1694', 'author_id': 'A3714'}","24"
"Putte, Hendrik Van de, 1574-1646","{'authorized_name': 'puteanus, erycius, 1574-1646', 'author_id': 'A5936'}","3"
"Putte, Hendrik Van de, 1574-1646.","{'authorized_name': 'puteanus, erycius, 1574-1646', 'author_id': 'A5936'}","2"
"Putte, Hendrik van der 1574-1646.","{'authorized_name': 'puteanus, erycius, 1574-1646', 'author_id': 'A5936'}","1"
"Quintilian","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","29"
"Quintilian.","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","150"
"Rabanus Maurus, Archbishop of Mainz, 784?-856.","{'authorized_name': 'rabanus maurus, archbishop of mainz, 784?-856', 'author_id': 'A5071'}","4"
"Ramon Llull, Beato, 1232?-1315","{'authorized_name': 'llull, ramon, 1232?-1316', 'author_id': 'A4362'}","3"
"Ramon Llull, Beato, 1232?-1315.","{'authorized_name': 'llull, ramon, 1232?-1316', 'author_id': 'A4362'}","5"
"Rapin, René, 1621-1687.","{'authorized_name': 'rapin, rené, 1621-1687', 'author_id': 'A3823'}","2"
"Ravizza, Giovita, 1476-1553.","{'authorized_name': 'ravizza, giovita, 1476-1553', 'author_id': 'A3404'}","1"
"Reinesius, Thomas, 1587-1667.","{'authorized_name': 'reinesius, thomas, 1587-1667', 'author_id': 'A5965'}","1"
"Reuchlin, Johann, 1455-1522.","{'authorized_name': 'reuchlin, johann, 1455-1522', 'author_id': 'A3809'}","1"
"Reusner, Nickolas","{'authorized_name': 'reusner, nikolaus, 1545-1602', 'author_id': 'A3830'}","1"
"Reusner, Nikolaus, 1545-1602.","{'authorized_name': 'reusner, nikolaus, 1545-1602', 'author_id': 'A3830'}","4"
"Rhenanus, Beatus, 1485-1547.","{'authorized_name': 'rhenanus, beatus, 1485-1547', 'author_id': 'A4247'}","3"
"Ribbeck, Otto, 1827-1898","{'authorized_name': 'ribbeck, otto, 1827-1898', 'author_id': 'A6112'}","2"
"Ribbeck, Otto, 1827-1898.","{'authorized_name': 'ribbeck, otto, 1827-1898', 'author_id': 'A6112'}","2"
"Ricardo de San Víctor.","{'authorized_name': 'richard, of st. victor, -1173', 'author_id': 'A4929'}","2"
"Ricci, Matteo, 1552-1610.","{'authorized_name': 'ricci, matteo, 1552-1610', 'author_id': 'A4121'}","1"
"Richer, of Saint-Rémy, active 10th century","{'authorized_name': 'richer, of saint-rémy, active 10th century', 'author_id': 'A4660'}","1"
"Richer, of Saint-Rémy, active 10th century.","{'authorized_name': 'richer, of saint-rémy, active 10th century', 'author_id': 'A4660'}","5"
"Riese, Alexander, 1840-1922","{'authorized_name': 'riese, alexander, 1840-1922', 'author_id': 'A3465'}","5"
"Ritschl, Friedrich Wilhelm, 1806-1876.","{'authorized_name': 'ritschl, friedrich wilhelm, 1806-1876', 'author_id': 'A3472'}","6"
"Rossbach, August, 1823-1898.","{'authorized_name': 'rossbach, august, 1823-1898', 'author_id': 'A3422'}","1"
"Rossi, Gian Vittorio, 1577-1647.","{'authorized_name': 'erythraeus, janus nicius, 1577-1647', 'author_id': 'A3807'}","1"
"Ruperti, Georg Alexander, 1758-1839.","{'authorized_name': 'ruperti, georg alexander, 1758-1839', 'author_id': 'A6073'}","1"
"Rutilius Lupus, Publius.","{'authorized_name': 'rutilius lupus, publius', 'author_id': 'A4568'}","7"
"Rutilius Namatianus, Claudius, 5th cent.","{'authorized_name': 'namatianus, claudius rutilius, active 5th century', 'author_id': 'A4453'}","1"
"Rutilius Namatianus, Claudius, active 5th century","{'authorized_name': 'namatianus, claudius rutilius, active 5th century', 'author_id': 'A4453'}","2"
"Rutilius Namatianus, Claudius, active 5th century.","{'authorized_name': 'namatianus, claudius rutilius, active 5th century', 'author_id': 'A4453'}","5"
"Ruusbroec, Jan van, 1293-1381.","{'authorized_name': 'ruusbroec, jan van 1293-1381', 'author_id': 'A4218'}","1"
"Sa?chez de las Brozas, Francisco, 1522-1600.","{'authorized_name': 'sánchez de las brozas, francisco, 1523-1601', 'author_id': 'A4140'}","1"
"Sabellico, 1436?-1506","{'authorized_name': 'sabellico, 1436?-1506', 'author_id': 'A4237'}","1"
"Sallust, 86 B.C.-34 B.C.","{'authorized_name': 'sallust', 'author_id': 'A5543'}","87"
"Sallust, 86-34 B.C","{'authorized_name': 'sallust', 'author_id': 'A5543'}","1"
"Sallust, 86-34 B.C.","{'authorized_name': 'sallust', 'author_id': 'A5543'}","30"
"Sallustius Crispus, Gaius.","{'authorized_name': 'pseudo-sallust', 'author_id': 'A4615'}","1"
"Salvian, of Marseilles, approximately 400-approximately 480","{'authorized_name': 'salvian, of marseilles', 'author_id': 'A4789'}","3"
"Salvian, of Marseilles, approximately 400-approximately 480.","{'authorized_name': 'salvian, of marseilles', 'author_id': 'A4789'}","13"
"Sanders, Nicholas, ca.1530-1581.","{'authorized_name': 'sander, nicholas, 1530?-1581', 'author_id': 'A3308'}","7"
"Sannazaro, Jacopo, 1458-1530","{'authorized_name': 'sannazaro, jacopo', 'author_id': 'A4732'}","1"
"Sannazaro, Jacopo, 1458-1530.","{'authorized_name': 'sannazaro, jacopo', 'author_id': 'A4732'}","8"
"Sannazaro, Jacopo, ca. 1455-1530","{'authorized_name': 'sannazaro, jacopo', 'author_id': 'A4732'}","2"
"Sannazaro, Jacopo, ca. 1455-1530.","{'authorized_name': 'sannazaro, jacopo', 'author_id': 'A4732'}","1"
"Sarbiewski, Maciej Kazimierz, 1595-1640,","{'authorized_name': 'sarbiewski, maciej kazimierz, 1595-1640', 'author_id': 'A3833'}","1"
"Sarbiewski, Maciej Kazimierz, 1595-1640.","{'authorized_name': 'sarbiewski, maciej kazimierz, 1595-1640', 'author_id': 'A3833'}","6"
"Saumaise, Claude de.","{'authorized_name': 'saumaise, claude, 1588-1653', 'author_id': 'A6021'}","1"
"Saumaise, Claude, 1588-1653.","{'authorized_name': 'saumaise, claude, 1588-1653', 'author_id': 'A6021'}","6"
"Sautel, Pierre-Juste, 1613-1662","{'authorized_name': 'sautel, pierre-juste, 1613-1662', 'author_id': 'A3847'}","1"
"Sayer, Gregory, (O.S.B.), 1560-1602","{'authorized_name': 'sayer, gregory, 1560-1602', 'author_id': 'A3285'}","2"
"Sánchez de las Brozas, Francisco, 1523-1601","{'authorized_name': 'sánchez de las brozas, francisco, 1523-1601', 'author_id': 'A4140'}","3"
"Scaliger, Joseph Juste, 1540-1609.","{'authorized_name': 'scaliger, joseph juste', 'author_id': 'A4720'}","3"
"Scaliger, Julius Ceasar, 1484-1558.","{'authorized_name': 'scaligero, giulio cesare', 'author_id': 'A3719'}","2"
"Scaligero, Giulio Cesare, 1484-1558","{'authorized_name': 'scaligero, giulio cesare', 'author_id': 'A3719'}","1"
"Scaligero, Giulio Cesare, 1484-1558.","{'authorized_name': 'scaligero, giulio cesare', 'author_id': 'A3719'}","3"
"Scaligero, Giulio Cesare.","{'authorized_name': 'scaligero, giulio cesare', 'author_id': 'A3719'}","6"
"Schoen, Henricus.","{'authorized_name': 'schenkl, heinrich, 1859-1919', 'author_id': 'A5952'}","1"
"Schott, Andreas, 1552-1629.","{'authorized_name': 'schottus, andreas, 1552-1629', 'author_id': 'A6012'}","4"
"Schottus, Andreas, 1552-1629","{'authorized_name': 'schottus, andreas, 1552-1629', 'author_id': 'A6012'}","1"
"Schottus, Andreas, 1552-1629.","{'authorized_name': 'schottus, andreas, 1552-1629', 'author_id': 'A6012'}","1"
"Schömann, Georg Friedrich, 1793-1879.","{'authorized_name': 'schömann, georg friedrich, 1793-1879', 'author_id': 'A6278'}","3"
"Schömann, Georg Friedrich, 1793-1879.","{'authorized_name': 'schömann, georg friedrich, 1793-1879', 'author_id': 'A6278'}","4"
"Schömann, George Friedrich, 1793-1879.","{'authorized_name': 'schömann, georg friedrich, 1793-1879', 'author_id': 'A6278'}","2"
"Scribonius Largus.","{'authorized_name': 'scribonius largus', 'author_id': 'A4555'}","1"
"Sedulius, Scotus, active 848-860","{'authorized_name': 'sedulius, scotus, active 848-860', 'author_id': 'A4939'}","1"
"Sedulius, Scotus, active 848-860.","{'authorized_name': 'sedulius, scotus, active 848-860', 'author_id': 'A4939'}","2"
"Sedulius, active 5th century,","{'authorized_name': 'sedulius, active 5th century', 'author_id': 'A5260'}","2"
"Sedulius, active 5th century.","{'authorized_name': 'sedulius, active 5th century', 'author_id': 'A5260'}","1"
"Seneca, Lucio Anneo, ca. 4 a.C.-65 d.C.","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","31"
"Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.","{'authorized_name': 'seneca, lucius annaeus, approximately 55 b.c.-approximately 39 a.d.', 'author_id': 'A4920'}","1"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","2"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","45"
"Seneca, Lucius Annaeus, ca. 55 B.C.-ca. 39 A.D.","{'authorized_name': 'seneca, lucius annaeus, approximately 55 b.c.-approximately 39 a.d.', 'author_id': 'A4920'}","1"
"Seneca, Marco Anneo, ca. 55a.C.-ca. 39 d.C.","{'authorized_name': 'seneca, lucius annaeus, approximately 55 b.c.-approximately 39 a.d.', 'author_id': 'A4920'}","2"
"Sepúlveda, Juan Ginés de, 1490-1573.","{'authorized_name': 'sepúlveda, juan ginés de, 1490-1573', 'author_id': 'A4189'}","1"
"Sepúlveda, Juan Ginés de, 1490-1573","{'authorized_name': 'sepúlveda, juan ginés de, 1490-1573', 'author_id': 'A4189'}","16"
"Sepúlveda, Juan Ginés de, 1490-1573.","{'authorized_name': 'sepúlveda, juan ginés de, 1490-1573', 'author_id': 'A4189'}","9"
"Sereno Samonico, Quinto.","{'authorized_name': 'serenus sammonicus, quintus', 'author_id': 'A4238'}","1"
"Serenus Sammonicus, Quintus","{'authorized_name': 'serenus sammonicus, quintus', 'author_id': 'A4238'}","1"
"Serenus Sammonicus, Quintus.","{'authorized_name': 'serenus sammonicus, quintus', 'author_id': 'A4238'}","3"
"Servetus, Michael, 1511?-1553,","{'authorized_name': 'servetus, michael, 1511?-1553', 'author_id': 'A4173'}","1"
"Servetus, Michael, 1511?-1553.","{'authorized_name': 'servetus, michael, 1511?-1553', 'author_id': 'A4173'}","1"
"Servius, active 4th century.","{'authorized_name': 'servius, active 4th century', 'author_id': 'A4777'}","13"
"Severus Sanctus Endelechius.","{'authorized_name': 'endelechius, severus sanctus ca. 4./5th century', 'author_id': 'A3070'}","1"
"Severus, Sulpicius,","{'authorized_name': 'severus, sulpicius', 'author_id': 'A4934'}","1"
"Severus, Sulpicius.","{'authorized_name': 'severus, sulpicius', 'author_id': 'A4934'}","4"
"Sidonio Apolinar, Santo, 431?-487?","{'authorized_name': 'sidonius apollinaris, saint, 431 or 432-approximately 487', 'author_id': 'A4795'}","7"
"Sidonius Apollinaris, Saint, 431 or 432-approximately 487","{'authorized_name': 'sidonius apollinaris, saint, 431 or 432-approximately 487', 'author_id': 'A4795'}","1"
"Sidonius Apollinaris, Saint, 431 or 432-approximately 487.","{'authorized_name': 'sidonius apollinaris, saint, 431 or 432-approximately 487', 'author_id': 'A4795'}","2"
"Sidonius, C. Sollius Modestus Apollinaris.","{'authorized_name': 'sidonius apollinaris, saint, 431 or 432-approximately 487', 'author_id': 'A4795'}","1"
"Sidronius de Hossche (S.I.)","{'authorized_name': 'hossche, sidronius de 1596-1653', 'author_id': 'A3926'}","1"
"Sigonio, Carlo, 1524-1584.","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","1"
"Sigonio, Carlo, 1524?-1584","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","2"
"Sigonio, Carlo, 1524?-1584.","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","11"
"Silius Italicus, Tiberius Catius","{'authorized_name': 'silius italicus, tiberius catius', 'author_id': 'A4804'}","15"
"Silius Italicus, Tiberius Catius, d. 10 A.D.","{'authorized_name': 'silius italicus, tiberius catius', 'author_id': 'A4804'}","2"
"Silius Italicus, Tiberius Catius.","{'authorized_name': 'silius italicus, tiberius catius', 'author_id': 'A4804'}","18"
"Sirmond, Jacques (S. I.), 1559-1651.","{'authorized_name': 'sirmond, jacques, 1559-1651', 'author_id': 'A5674'}","1"
"Sirmond, Jacques (S.I.), 1559-1651.","{'authorized_name': 'sirmond, jacques, 1559-1651', 'author_id': 'A5674'}","2"
"Sirmond, Jacques, (S.I.), 1559-1651.","{'authorized_name': 'sirmond, jacques, 1559-1651', 'author_id': 'A5674'}","1"
"Spagnoli, Giovanni Battista, 1448-1516","{'authorized_name': 'baptista, mantuanus, 1448-1516', 'author_id': 'A3892'}","1"
"Spengel, Leonhard von, 1803-1880","{'authorized_name': 'spengel, leonhard von, 1803-1880', 'author_id': 'A6095'}","2"
"Spengel, Leonhard von, 1803-1880.","{'authorized_name': 'spengel, leonhard von, 1803-1880', 'author_id': 'A6095'}","3"
"Spinoza, Benedictus de, 1632-1677","{'authorized_name': 'spinoza, benedictus de', 'author_id': 'A4708'}","26"
"Spinoza, Benedictus de, 1632-1677.","{'authorized_name': 'spinoza, benedictus de', 'author_id': 'A4708'}","37"
"Stanyhurst, Richard, 1547-1618.","{'authorized_name': 'stanyhurst, richard, 1547-1618', 'author_id': 'A3763'}","1"
"Stewechius, Godescalcus, 1551-1586.","{'authorized_name': 'stewechius, godescalcus, 1551-1586', 'author_id': 'A5943'}","1"
"Struve, K. L. 1785-1838.","{'authorized_name': 'struve, k. l. (karl ludwig), 1785-1838', 'author_id': 'A3271'}","1"
"Suarez, Francisco, 1548-1617,","{'authorized_name': 'suárez, francisco, 1548-1617', 'author_id': 'A4125'}","1"
"Suarez, Francisco, 1548-1617.","{'authorized_name': 'suárez, francisco, 1548-1617', 'author_id': 'A4125'}","127"
"Suárez, Francisco, 1548-1617","{'authorized_name': 'suárez, francisco, 1548-1617', 'author_id': 'A4125'}","4"
"Suárez, Francisco, 1548-1617.","{'authorized_name': 'suárez, francisco, 1548-1617', 'author_id': 'A4125'}","28"
"Suetonius, approximately 69-approximately 122","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","12"
"Suetonius, approximately 69-approximately 122,","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","3"
"Suetonius, approximately 69-approximately 122.","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","27"
"Suetonius, ca. 69-approximately 122.","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","1"
"Suetonius, ca. 69-ca. 122","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","1"
"Suetonius, ca. 69-ca. 122.","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","25"
"Susemihl, Franz.","{'authorized_name': 'susemihl, franz, 1826-1901', 'author_id': 'A3444'}","1"
"Suárez, Francisco, 1548-1617","{'authorized_name': 'suárez, francisco, 1548-1617', 'author_id': 'A4125'}","9"
"Suárez, Francisco, 1548-1617.","{'authorized_name': 'suárez, francisco, 1548-1617', 'author_id': 'A4125'}","55"
"Symmachus, Quintus Aurelius, approximately 340-402.","{'authorized_name': 'symmachus, quintus aurelius, approximately 340-402', 'author_id': 'A4823'}","4"
"Sáenz de Aguirre, José, 1630-1699.","{'authorized_name': 'sáenz de aguirre, josé, 1630-1699', 'author_id': 'A3214'}","1"
"Sánchez de las Brozas, Francisco, 1523-1601.","{'authorized_name': 'sánchez de las brozas, francisco, 1523-1601', 'author_id': 'A4140'}","5"
"Séneca, Lucio Anneo, ca. 4 a.C-65 d.C","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","5"
"Séneca, Lucio Anneo, ca. 4 a.C-65 d.C.","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","1"
"Tacito, Cayo Cornelio.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","2"
"Tacitus, Cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","167"
"Tacitus, Corneluis.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","2"
"Tacticus, Cornelius.","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","4"
"Telesio, Antonio, 1482-1533?","{'authorized_name': 'telesio, antonio, 1482-1533?', 'author_id': 'A3685'}","1"
"Tertullian, ca. 160-ca. 230","{'authorized_name': 'tertullian', 'author_id': 'A4829'}","1"
"Tertullian, ca. 160-ca. 230.","{'authorized_name': 'tertullian', 'author_id': 'A4829'}","14"
"Tesauro, Emmanuele, Conte de, 1591-1675","{'authorized_name': 'tesauro, emanuele, conte, 1592-1675', 'author_id': 'A3782'}","1"
"Thomas, Aquinas, Saint, 1225?-1274","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","6"
"Thomas, Aquinas, Saint, 1225?-1274.","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","145"
"Thomas, à Becket, Saint, 1118?-1170.","{'authorized_name': 'thomas, à becket, saint', 'author_id': 'A5000'}","4"
"Thomas, à Kempis, 1380-1471.","{'authorized_name': 'thomas, à kempis, 1380-1471', 'author_id': 'A4319'}","7"
"Thomas, à Kempis, 1380-1471.","{'authorized_name': 'thomas, à kempis, 1380-1471', 'author_id': 'A4319'}","6"
"Thomasius, Christian, 1655-1728","{'authorized_name': 'thomasius, christian, 1655-1728', 'author_id': 'A3696'}","2"
"Thomasius, Christian, 1655-1728.","{'authorized_name': 'thomasius, christian, 1655-1728', 'author_id': 'A3696'}","2"
"Thou, Jacques Auguste de, 1553-1617.","{'authorized_name': 'thou, jacques-auguste de, 1553-1617', 'author_id': 'A4086'}","1"
"Thou, Jacques-Auguste de, 1553-1617.","{'authorized_name': 'thou, jacques-auguste de, 1553-1617', 'author_id': 'A4086'}","2"
"Tibullus","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","23"
"Tibullus.","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","48"
"Torquemada, Juan de, 1388-1468","{'authorized_name': 'torquemada, juan de, 1388-1468', 'author_id': 'A4366'}","2"
"Torquemada, Juan de, 1388-1468.","{'authorized_name': 'torquemada, juan de, 1388-1468', 'author_id': 'A4366'}","7"
"Trigault, Nicolas, 1577-1628","{'authorized_name': 'trigault, nicolas, 1577-1628', 'author_id': 'A4131'}","1"
"Trigault, Nicolas, 1577-1628.","{'authorized_name': 'trigault, nicolas, 1577-1628', 'author_id': 'A4131'}","4"
"Trogo Pompeyo.","{'authorized_name': 'trogus, pompeius', 'author_id': 'A4591'}","3"
"Turnèbe, Adrien, 1512-1565","{'authorized_name': 'turnèbe, adrien, 1512-1565', 'author_id': 'A6000'}","2"
"Turnèbe, Adrien","{'authorized_name': 'turnèbe, adrien, 1512-1565', 'author_id': 'A6000'}","2"
"Turnébe, Adrien, 1512-1565.","{'authorized_name': 'turnèbe, adrien, 1512-1565', 'author_id': 'A6000'}","1"
"Ubaldi, Baldo degli, 1327?-1400","{'authorized_name': 'ubaldi, baldo degli, 1327?-1400', 'author_id': 'A4384'}","7"
"Ubaldi, Baldo degli.","{'authorized_name': 'ubaldi, baldo degli, 1327?-1400', 'author_id': 'A4384'}","3"
"Ulpian.","{'authorized_name': 'ulpianus, domitius', 'author_id': 'A3897'}","8"
"Ursinus Velius, Caspar, 1493-1539.","{'authorized_name': 'vel, caspar ursinus, 1493-1538', 'author_id': 'A5594'}","1"
"Ursinus Velius, Caspar.","{'authorized_name': 'vel, caspar ursinus, 1493-1538', 'author_id': 'A5594'}","1"
"Vadianus, Joachim, 1484-1551.","{'authorized_name': 'vadianus, joachim, 1484-1551', 'author_id': 'A4160'}","1"
"Vahlen, Johannes, 1830-1911","{'authorized_name': 'vahlen, johannes, 1830-1911', 'author_id': 'A3463'}","1"
"Vahlen, Johannes, 1830-1911.","{'authorized_name': 'vahlen, johannes, 1830-1911', 'author_id': 'A3463'}","1"
"Valeriano Bolzani, Giovan Piero, 1477-1558.","{'authorized_name': 'valeriano, pierio, 1477-1560', 'author_id': 'A2935'}","1"
"Valeriano, Pierio, 1477-1560.","{'authorized_name': 'valeriano, pierio, 1477-1560', 'author_id': 'A2935'}","6"
"Valerius Flaccus, Gaius, 1st cent","{'authorized_name': 'valerius flaccus, gaius', 'author_id': 'A4806'}","2"
"Valerius Flaccus, Gaius, 1st cent.","{'authorized_name': 'valerius flaccus, gaius', 'author_id': 'A4806'}","13"
"Valerius Maximus","{'authorized_name': 'valerius maximus', 'author_id': 'A4545'}","20"
"Valerius Maximus,","{'authorized_name': 'valerius maximus', 'author_id': 'A4545'}","2"
"Valerius Maximus.","{'authorized_name': 'valerius maximus', 'author_id': 'A4545'}","37"
"Valerius, Cornelius.","{'authorized_name': 'valerianus, cornelius', 'author_id': 'A2880'}","1"
"Valerius, Maximus.","{'authorized_name': 'valerius maximus', 'author_id': 'A4545'}","1"
"Valla, Lorenzo, 1406-1457.","{'authorized_name': 'valla, lorenzo, 1407-1457', 'author_id': 'A3786'}","5"
"Valla, Lorenzo, 1407-1457.","{'authorized_name': 'valla, lorenzo, 1407-1457', 'author_id': 'A3786'}","3"
"Valois, Henri de, 1603-1676.","{'authorized_name': 'valois, henri de, 1603-1676', 'author_id': 'A5985'}","1"
"Varro, Marcus Terentius","{'authorized_name': 'varro, marcus terentius', 'author_id': 'A4504'}","4"
"Varro, Marcus Terentius,","{'authorized_name': 'varro, marcus terentius', 'author_id': 'A4504'}","1"
"Varro, Marcus Terentius.","{'authorized_name': 'varro, marcus terentius', 'author_id': 'A4504'}","21"
"Vast, Henri, 1847-1921","{'authorized_name': 'vast, henri, 1847-1921', 'author_id': 'A3311'}","1"
"Vattasso, Marco, 1869-1925.","{'authorized_name': 'vattasso, marco, 1869-1925', 'author_id': 'A3331'}","8"
