"stripped_author","distil_author_only","partial_token_set","token_set","token_sort","std","std_range"
"merille edmond 15791647","merouville charles de hallot de 16251705","50.0","53.333333333333336","50.79365079365079","1.741215097556016","1"
"baldelli niccolo si 15731655","balde jakob","54.54545454545454","35.8974358974359","35.89743589743589","10.766438586286725",""
"giusti vincenzo de","giussani carlo 18401900","44.44444444444444","29.268292682926827","29.268292682926834","8.761955304774807",""
"gravina giovanni vicenzo 16641718","gravina pietro 17491830","100.0","57.142857142857146","57.14285714285714","24.743582965269677",""
"masius willem 15881667","masen jakob 16061681","43.75","38.095238095238095","38.095238095238095","3.2647783079175268","3"
"florent francois","florentius saint of orange","69.23076923076923","61.904761904761905","61.904761904761905","4.229672301755498","4"
"laubepine gabriel de obispo de orleans","aubert saint bishop of arrascambrai","56.25","51.42857142857143","49.31506849315068","3.554488784905437","3"
"moditio alfonso","modius francois 15561597","57.14285714285714","41.02564102564103","41.02564102564102","9.305279063862098",""
"navagero andres 14831529","navagero andrea","100.0","71.7948717948718","71.7948717948718","16.284238361758675",""
"benavides y sarzosa juan antonio","benvenutus de imola 1387 or 1388","43.63636363636364","37.5","37.5","3.5428311972999786","3"
"barbato orazio","barbato marco 1363","100.0","66.66666666666666","62.5","20.553678592984365",""
"robertus annaeus 15591618","robert of reims","66.66666666666667","50.0","50.0","9.622504486493765",""
"antonini mario","antonino of piacenza saint","75.0","55.0","55.00000000000001","11.547005383792513",""
"braschi giovanni battista obispo de sarsina","brask hans 14641538","42.10526315789473","29.032258064516128","29.032258064516125","7.547703009779488",""
"garcia de trasmiera diego","gelmirez diego","100.0","52.63157894736842","51.28205128205128","27.745951852548174",""
"avieno rufo festo","avienus rufius festus","76.47058823529412","73.6842105263158","73.6842105263158","1.6087159203426065","1"
"bona giovanni o cist cardenal 16091674","bona giovanni 16091674","100.0","100.0","73.33333333333334","15.396007178390015",""
"tesauro gaspero antonio","tesauro emanuele conte 15921675","100.0","48.148148148148145","48.14814814814815","29.93668062464726",""
"seneca marco anneo ca 55acca 39 dc","seneca lucius annaeus approximately 55 bcapproximately 39 ad","100.0","53.191489361702125","53.191489361702125","27.02490621738674",""
"ruiz villegas fernando","villerias y roelas jose antonio de 16951728","52.63157894736843","43.07692307692308","43.07692307692308","5.516383138815862","5"
"bernardino de siena santo 13801444","bernardino da siena saint 13801444","100.0","94.11764705882354","94.11764705882352","3.396178054056622","3"
"guibert de nogent 1053ca 1124","guibert abbot of nogentsouscoucy","100.0","52.459016393442624","52.459016393442624","27.447799682785487",""
"ricciolio giovanni baptista si","ricci matteo 15521610","42.85714285714286","39.21568627450981","39.21568627450981","2.102395938225529","2"
"eximeno pujades antonio si 17291808","exuperantius julius","43.24324324324324","29.629629629629633","29.629629629629626","7.859823484463373",""
"lynch richard si 16101676","lynch john approximately 1599approximately 1673","100.0","41.666666666666664","30.555555555555557","37.302290886080904",""
"atto obispo de vercelli","atto bishop of vercelli","100.0","82.6086956521739","82.6086956521739","10.040874246776104",""
"amato antonino de","amato di montecassino","100.0","57.89473684210526","57.89473684210527","24.30948501851056",""
"oroz jeronimo de","orosius paulus","33.333333333333336","26.66666666666667","26.66666666666667","3.8490017945975037","3"
"poncius joannes ofm","ponnanus poeta","56.00000000000001","48.484848484848484","48.484848484848484","4.338874750273556","4"
"vignolius joannes","vigilius pope","72.0","66.66666666666666","66.66666666666667","3.0792014356780055","3"
"mazzei francesco 17091788","maffei giovanni pietro 15361603","40.816326530612244","35.71428571428571","35.71428571428571","2.9456646387225836","2"
"lanfranco arzobispo de canterbury","lanfranc archbishop of canterbury","100.0","81.81818181818181","81.81818181818181","10.497277621629562",""
"sahagun y villasante diego","saenz de aguirre jose 16301699","41.02564102564102","28.57142857142857","28.57142857142857","7.1904429129843495",""
"hrabanus maurus arzobispo de maguncia 784856","rabanus maurus archbishop of mainz 784856","100.0","68.23529411764706","56.470588235294116","22.51745446267544",""
"hardouin jean si","hardouin jean 16461729","100.0","89.65517241379311","68.42105263157895","16.099343763081738",""
"weston eduard","westonia elizabetha johanna 15821612","69.56521739130434","36.734693877551024","36.73469387755102","18.95471158830182",""
"hugues de saintvictor","hugh of saintvictor 10961141","100.0","68.75","65.3061224489796","19.114078285004226",""
"gronovius jacobus 16451716","gronovius jacobus 16451716","100.0","100.0","100.0","0.0","0"
"schmier franz osb","schmidt wilhelm 18621905","42.42424242424242","34.14634146341463","34.14634146341463","4.779248348058988","4"
"huth adams si","hutten ulrich von 14881523","46.15384615384615","30.769230769230774","30.76923076923077","8.882311833686549",""
"ruginellus julius caesar","rutilius rufus p publius","61.904761904761905","54.166666666666664","54.16666666666667","4.467591368729247","4"
"hugo de san caro beato","hugh of saintcher cardinal","60.46511627906976","54.166666666666664","54.16666666666667","3.63641157919822","3"
"putte hendrik van de 15741646","puteanus erycius 15741646","100.0","70.37037037037037","70.37037037037037","17.10667464265558",""
"tertuliano quinto septimio florente ca160ca240","tertullian","90.0","32.14285714285714","32.14285714285714","33.40383700311406",""
"hall richard","hall joseph 15741656","100.0","50.0","37.5","33.071891388307385",""
"passeri niccolo 15851615","passerat jean","66.66666666666667","43.24324324324324","43.24324324324324","13.523519818856101",""
"antonius augustus","antonius monk disciple of simeon stylites active 470","100.0","64.0","34.78260869565217","32.667425373440445",""
"roederer johann george","roemer adolph","61.53846153846154","45.714285714285715","45.714285714285715","9.136092171791882",""
"constantino africano","constantine the african approximately 10201087","65.0","57.57575757575758","57.57575757575757","4.286388362165404","4"
"defensor de liguge","defensor","100.0","100.0","61.53846153846154","22.205779584216376",""
"vegio maffeo 14071458","vegio maffeo","100.0","100.0","72.72727272727273","15.745916432444336",""
"bernardo santo 10901153","bernard of chartres","66.66666666666667","52.38095238095238","52.38095238095239","8.247860988423227",""
"fracastoro girolamo 14831553","fracastoro girolamo 14781553","100.0","96.42857142857143","96.42857142857143","2.061965247105805","2"
"gabrielli antonio","faerno gabriello 15111561","75.86206896551724","57.142857142857146","57.14285714285714","10.807541984830431",""
"marcial marco valerio ca 40ca 104","martial","85.71428571428572","30.0","30.000000000000004","32.166657854850584",""
"ubaldini giovanni paolo","ubaldi baldo degli 13271400","54.54545454545454","44.0","43.99999999999999","6.088421020545143",""
"arnobio","arnobius of sicca","92.3076923076923","58.333333333333336","58.33333333333333","19.615105299391132",""
"vida marco girolamo 14701566","vida marco girolamo","100.0","100.0","80.85106382978724","11.0556434525673",""
"stella scipione approximately 15581622","stella giulio cesare 1564approximately 1624","100.0","69.1358024691358","69.1358024691358","17.81945275276623",""
"zanchi basilio 15011558","zanchi basilio 1501approximately 1558","100.0","76.66666666666667","76.66666666666666","13.47150628109127",""
"cantalicio giovanni battista cardenal ca14501514","cantalicio giovanni battista 1515","100.0","91.80327868852459","69.1358024691358","15.987492025740808",""
"nobili flaminio 15321590","nobili roberto de 15771656","100.0","52.0","48.0","28.93671255228094",""
"sforza muzio m1597","muzio girolamo 14961576","100.0","58.53658536585366","43.90243902439024","29.09842303768013",""
"giraldi giglio gregorio 14791552","giraldi lilio gregorio 14791552","100.0","95.23809523809524","79.36507936507937","10.804538548498485",""
"spagnoli giovanni battista 14481516","baptista mantuanus 14481516","100.0","67.74193548387098","67.74193548387098","18.62420223192341",""
"angeli pietro 15171596","angeli pietro 15171596","100.0","100.0","100.0","0.0","0"
"benet cipriano op 14601530","benet john vicar of harlington","100.0","42.857142857142854","42.85714285714286","32.9914439536929",""
"pantusa giovanni antonio m 1562","pandone porcelio approximately 1405approximately 1485","38.70967741935484","30.95238095238095","30.952380952380953","4.478677203391108","4"
"lucrecio caro tito","lucretius carus titus","72.22222222222221","71.7948717948718","71.7948717948718","0.24673088426906586","0"
"mauro francesco","negri francesco 1452approximately 1523","100.0","75.0","41.509433962264154","29.34781175528732",""
"silvestri franceschi de 14741528","silvestri domenico","100.0","66.66666666666666","56.00000000000001","22.952446815422856",""
"apuleyo lucio 125180 d c","apuleius","62.5","37.5","37.5","14.433756729740644",""
"schott andreas 15521629","schottus andreas 15521629","100.0","95.83333333333333","95.83333333333334","2.4056261216234396","2"
"vieri francesco de","verino michele","56.00000000000001","43.75","43.75","7.07254079757292",""
"alegambe philippo 15921652","aleandro girolamo 14801542","53.65853658536586","50.0","50.0","2.1122570824010727","2"
"dominicus a sancta trinitate ocd 16161687","dominicus de sancto geminiano approximately 13751425","100.0","49.46236559139785","47.31182795698925","29.81811747067107",""
"plazzoni francesco m 1622","platina 14211481","40.0","34.14634146341463","34.14634146341463","3.3796113318417147","3"
"ricciulli antonio","ricci matteo 15521610","64.28571428571428","47.36842105263158","47.36842105263158","9.767203802080129",""
"amaral antonio cardoso do","amar du rivier jeanaugustin 17651837","43.99999999999999","36.0655737704918","36.065573770491795","4.580943119471783","4"
"minucio felix marco","minucius felix marcus","100.0","85.0","85.0","8.660254037844387",""
"gargiaria giovanni battista 16061660","garzoni giovanni 14191505","100.0","55.73770491803279","55.73770491803278","25.554847980524418",""
"lyere adrian van","nicholas of lyra approximately 12701349","50.0","36.36363636363637","36.36363636363637","7.872958216222168",""
"bachoff von echt reiner 15751640","bach johann nicolaus 18021841","45.833333333333336","42.622950819672134","42.622950819672134","1.8535152084639621","1"
"donati alessandro 15841640","donatus aelius","57.14285714285714","45.0","44.99999999999999","7.010681840159741",""
"de marinis donato antonio","marinus active 5th century","59.57446808510638","54.90196078431372","54.90196078431373","2.6976733479031316","2"
"schneidewein johann 15191568","schneidewin friedrich wilhelm 18101856","64.28571428571428","57.57575757575758","57.57575757575757","3.8739953127442384","3"
"boussuet francois","bovillus carolus 14791567","48.484848484848484","38.095238095238095","38.095238095238095","5.998444355216891","5"
"jordanus nemorarius","nemesianus marcus aurelius olympius","56.25","44.44444444444444","44.44444444444444","6.8159406779330824",""
"muller philipp 15851659","muller johann joachim 16611733","100.0","45.283018867924525","33.9622641509434","35.31545947513574",""
"morton richard 16351698","morton john 14201500","100.0","51.16279069767442","41.860465116279066","31.229824927881687",""
"jonston jan 16031675","johnstoun arthur 15871641","60.0","57.77777777777778","57.77777777777777","1.28300059819917","1"
"carranza alonso","carrion louis 15471595","41.379310344827594","32.432432432432435","32.432432432432435","5.1654823711280615","5"
"israili ishaq ibnsulaiman al","isaeus approximately 420 bcapproximately 350 bc","43.13725490196079","34.66666666666667","34.66666666666667","4.890496397841535","4"
"freitag johann","freinsheim johann 16081660","100.0","60.0","55.00000000000001","24.664414311581236",""
"draconcio blosio emilio","dracontius blossius aemilius","61.904761904761905","50.98039215686274","50.98039215686274","6.3071878146765865",""
"cesar cayo julio 10044 ac","caesar julius","83.33333333333334","57.89473684210526","57.89473684210527","14.686980532016802",""
"zuffi giovanni","matthaeus zuppardus ca 1430","28.57142857142857","19.512195121951223","19.512195121951216","5.23035087070741","5"
"estacio publio papinio ca 4596","statius p papinius publius papinius","63.41463414634146","46.42857142857143","49.23076923076923","9.106414068463502",""
"durand barthelemy dantibes ofm","durand guillaume approximately 12301296","100.0","46.3768115942029","43.47826086956522","31.829113835805085",""
"fagnani prospero","fascitelli onorato 15021564","40.0","32.55813953488372","32.55813953488372","4.296560142806517","4"
"dandini girolamo ca 15541634","dandolo andrea","50.0","42.857142857142854","42.85714285714286","4.123930494211613","4"
"caussin nicolas si 15831651","caussin nicolas 15831651","100.0","100.0","94.11764705882352","3.3961780540566266","3"
"wagenseil johann christoph","wagener auguste 18291896","43.90243902439024","36.0","36.0","4.562475297986309","4"
"verheyen philippe 16481710","ratherius of verona","43.24324324324324","35.55555555555556","35.55555555555555","4.438488555932259","4"
"alpino prospero 15531617","prosper of aquitaine saint","54.54545454545454","48.0","48.0","3.779019943786638","3"
"summenhart conradus","suger abbot of saint denis","44.44444444444444","35.55555555555556","35.55555555555555","5.132002392796673","5"
"prudencio clemente aurelio","prudentius 348","66.66666666666667","40.0","40.0","15.396007178390024",""
"jan van ruusbroec 12931381","ruusbroec jan van 12931381","100.0","100.0","100.0","0.0","0"
"margarit y de pau juan de cardenal 14211484","marullo tarcaniota michele","43.13725490196079","36.36363636363637","37.68115942028986","3.5913496305394657","3"
"peletier jacques 15171583","pelzer auguste 18761958","65.21739130434783","62.5","62.5","1.5688866010587668","1"
"drouin rene hyacinthe op 16801740","dracontius blossius aemilius","32.55813953488372","26.229508196721312","26.22950819672131","3.65383700668997","3"
"hugo herman si","hugo herman 15881629","100.0","88.0","64.70588235294117","17.945708202981972",""
"nardi baltasare","naldi naldo 1439approximately 1520","48.0","32.65306122448979","32.6530612244898","8.860559233277524",""
"polignac melchior de 16611741","polignac melchior de 16611742","100.0","96.55172413793103","96.55172413793103","1.9908629972056076","1"
"rada juan de ofm","jimenez de rada rodrigo approximately 11701247","100.0","60.869565217391305","32.25806451612904","34.00680991055385",""
"osullivanbeare philip","osullivanbeare philip 15901660","100.0","100.0","82.35294117647058","10.188534162169871",""
"nider johann op 13801438","nider johannes approximately 13801438","100.0","73.6842105263158","68.85245901639344","16.76323311895389",""
"ricardo de san victor","richard of st victor 1173","100.0","69.56521739130434","69.56521739130434","17.571529931858176",""
"santoro da melfi ofm","melissus paulus 15391602","38.888888888888886","31.818181818181813","31.818181818181824","4.082274630633716","4"
"cassianus johannes ca360435","cassian john","83.33333333333334","61.53846153846154","61.53846153846154","12.583275097722618",""
"odon de cluny santo 879942","odo saint abbot of cluny","100.0","60.0","60.0","23.09401076758503",""
"pontano giacomo 15421626","pontanus jacob 15421626","100.0","80.85106382978724","80.85106382978724","11.0556434525673",""
"francisco javier santo 15061552","alegre francisco javier 17291788","100.0","68.08510638297872","60.31746031746032","21.03013994105161",""
"ennodius magnus felix obispo de ticino","ennodius magnus felix saint","100.0","87.5","76.92307692307692","11.5518085198334",""
"john of salisbury obispo de chartres","john of salisbury bishop of chartres","100.0","89.85507246376811","77.77777777777779","11.125104959366098",""
"bredenbach tilmann ca 15441587","john of tilbury","44.44444444444444","26.66666666666667","26.66666666666667","10.264004785593343",""
"neercassel johannes van obispo de castoria 16231686","nebrija antonio de 14441522","100.0","43.58974358974359","41.02564102564102","33.333333333333336",""
"miguel de san agustin oc","agustin antonio 15171586","100.0","45.833333333333336","41.666666666666664","32.542706982944395",""
"lohner tobias si","lohmeyer carl friedrich wilhelm 1868","43.75","26.92307692307692","26.923076923076927","9.715028568094665",""
"ramon llull beato m 1315","llull ramon 12321316","100.0","70.96774193548387","68.18181818181819","17.62115241076652",""
"stengel carl","stenzel gustav adolf harald 17921854","78.26086956521739","41.666666666666664","41.666666666666664","21.127672894258044",""
"massucci tommaso si","massieu guillaume 16651722","38.70967741935484","26.66666666666667","26.66666666666667","6.953035499918071",""
"zabarella francesco","zamagna bernardo 17351820","48.484848484848484","36.36363636363637","36.36363636363637","6.998185081086371",""
"adamnan santo ca 628704","adamnan saint","100.0","70.0","66.66666666666667","18.358568490953672",""
"drexel jeremias si 15811638","drepanius florus 5th century","36.73469387755102","36.36363636363637","36.36363636363637","0.21423015554345645","0"
"roberto bellarmino santo","du bellay joachim approximately 15221560","39.02439024390244","25.0","25.0","8.096985482537434",""
"godinho nicolao si","godis petrus de","43.47826086956522","36.36363636363637","36.36363636363637","4.107630373681131","4"
"schulting cornelius","schullian dorothy m dorothy may 19061989","55.172413793103445","39.21568627450981","33.89830508474576","11.071580714867235",""
"aurelius julianus","julian emperor of rome 331363","48.484848484848484","34.78260869565217","34.78260869565217","7.910991830793292",""
"pichi pietro m ca 1637","pico della mirandola giovanni","42.85714285714286","35.294117647058826","35.29411764705882","4.366514640929946","4"
"academia molshemensis francia","molza francesco maria 14891544","50.0","40.67796610169491","40.67796610169492","5.382078780581256","5"
"patuzzi giovanni vincenzo op 17001769","patrizi francesco","52.94117647058824","33.33333333333333","33.333333333333336","11.320593513522077",""
"more henry 16141687","more thomas saint","100.0","38.888888888888886","22.22222222222222","40.95063775462219",""
"saumaise claude de","saumaise claude 15881653","100.0","90.9090909090909","71.42857142857143","14.597156103971743",""
"vegecio fl s4","vegetius renatus flavius","60.86956521739131","54.054054054054056","54.054054054054056","3.934937204817664","3"
"dolz juan","dolabella publius cornelius approximately 80 bc43 bc","44.44444444444444","16.393442622950815","16.393442622950815","16.19525345267803",""
"borrhaus martin 14991564","bormann albert 18191882","42.10526315789473","42.5531914893617","42.553191489361694","0.2586115427501122","0"
"boodt anselmus de 15501632","boor carl de 18481923","100.0","42.5531914893617","42.553191489361694","33.16693035770191",""
"silio italico cayo","silius italicus tiberius catius","66.66666666666667","57.142857142857146","57.14285714285714","5.498573992282153","5"
"marti y zaragoza manuel","marti ramon approximately 1286","100.0","56.60377358490566","52.83018867924528","26.212158470660007",""
"verallo paolo emilio","verardi carlo 14401500","52.94117647058824","42.857142857142854","42.85714285714286","5.822019521239926","5"
"perez de lara alonso","ignatius of loyola saint 14911556","35.0","26.41509433962264","26.415094339622648","4.956497593986408","4"
"voerda nicasius de","vopiscus flavius","50.0","41.1764705882353","41.17647058823529","5.094267081084934","5"
"ma sha allah al misri","matius cn","55.55555555555556","33.33333333333333","33.333333333333336","12.830005981991686",""
"ens gaspar","enk petrus joannes 1885","52.63157894736843","42.42424242424242","42.42424242424242","5.8932084893359","5"
"rossi gian vittorio 15771647","erythraeus janus nicius 15771647","100.0","50.0","50.0","28.867513459481287",""
"floro lucio anneo","florus lucius annaeus","70.58823529411764","73.6842105263158","73.6842105263158","1.7874621337140202","1"
"hotman francois 15241590","hotman francois 15241590","100.0","100.0","100.0","0.0","0"
"hiltrop friedrich","hildebrand gustav friedrich 18121869","100.0","69.23076923076923","52.83018867924528","23.946870723168274",""
"stengel georg 15851651","stenzel gustav adolf harald 17921854","48.64864864864865","44.827586206896555","44.827586206896555","2.206091429335942","2"
"pegas manuel alvares 16351696","alvares manuel 15261583","100.0","75.67567567567568","69.23076923076923","16.22731819622233",""
"mandelli giacomo","manetti giannozzo 13961459","62.5","52.38095238095238","52.38095238095239","5.842234866799783","5"
"weissenbach joseph","weissenborn wilhelm 18031878","55.55555555555556","43.47826086956522","43.47826086956522","6.9728293380389585",""
"pontanus iacobus 15421626","pontanus jacob 15421626","100.0","91.66666666666667","91.66666666666666","4.811252243246883","4"
"mendoza francisco de si","hurtado de mendoza pedro 15781651","100.0","60.60606060606061","53.57142857142857","25.023258360087056",""
"juvenco cayo vecio aquilino s 4","juvencus caius vettius aquilinus","72.41379310344827","69.84126984126985","69.84126984126983","1.48524699791529","1"
"wolbero","wowern johann van der 15741612","61.53846153846154","21.621621621621628","21.62162162162162","23.045998271186726",""
"tamayo jose de si 16011685","tamayo de vargas tomas 15881641","100.0","63.1578947368421","45.614035087719294","27.757764412411273",""
"peltanus theodor anton si 15111584","pelzer auguste 18761958","53.65853658536586","45.6140350877193","45.614035087719294","4.644495105162589","4"
"alcazar luis de si 15541613","alvares manuel 15261583","59.09090909090908","52.0","52.0","4.093938272435522","4"
"vignoli giovanni","viperano giovanni antonio 15351610","100.0","66.66666666666666","52.0","24.597500625816377",""
"pietro da l aquila","johannes de aquila 1478","100.0","50.0","48.78048780487805","29.22591783417673",""
"alegre francisco javier","alegre francisco javier 17291788","100.0","100.0","83.63636363636364","9.447549859466601",""
"castilla diego de oc","gelmirez diego","100.0","52.63157894736842","35.29411764705882","33.49429326624609",""
"du preau gabriel","philippe de pretot etienneandre 17101787","50.0","35.71428571428571","35.71428571428571","8.247860988423229",""
"francisco de christo","columbus christopher","64.70588235294117","55.0","55.00000000000001","5.603693789193423","5"
"esparza artieda martin de si","escribano alonso active 15671577","43.13725490196079","36.666666666666664","36.66666666666667","3.7357958594622853","3"
"argoli andrea","arbonius silo","42.10526315789473","30.769230769230774","30.76923076923077","6.544861351137454",""
"gryphiander johannes","gryphius sebastianus 14931556","50.0","40.816326530612244","40.816326530612244","5.302196349700646","5"
"coler martin","colet john 14671519","54.54545454545454","38.70967741935484","38.70967741935484","9.14279018658058",""
"maggi ottaviano","magliabechi antonio 16331714","46.15384615384615","27.906976744186053","27.906976744186053","10.534834965535206",""
"castillo sotomayor juan del 15631640","carrillo y sotomayor luis 15831610","100.0","74.28571428571428","74.28571428571429","14.846149779161806",""
"pape guy","papeus petrus active 16th century","87.5","34.14634146341463","34.14634146341463","30.80374911834894",""
"muris johannes de ca 1300ca 1350","muris johannes de approximately 1300approximately 1350","100.0","81.48148148148148","69.76744186046511","15.243369181515241",""
"sachez de las brozas francisco 15221600","sanchez de las brozas francisco 15231601","100.0","93.67088607594937","93.67088607594937","3.6541156277824403","3"
"amiano marcelino","ammianus marcellinus","81.25","77.77777777777777","77.77777777777779","2.0046884346862","2"
"fortunato venancio honorio clemenciano ca 540600","fortunatus venantius honorius clementianus","80.0","71.11111111111111","71.11111111111111","5.132002392796672","5"
"cheyne james 15451602","cheke john sir 15141557","59.45945945945945","54.54545454545455","54.54545454545454","2.837102059899878","2"
"campano giovanni antonio 14291477","campano giannantonio bishop 14291477","100.0","75.36231884057972","75.36231884057972","14.22457184959947",""
"azevedo manuel de si 17131796","alvares manuel 15261583","100.0","57.69230769230769","53.84615384615385","25.60895430184382",""
"linden johanantonides vander 16091664","linden henricus antonides van der 15461614","100.0","65.82278481012659","65.82278481012658","19.732224390025184",""
"claudini giulio cesare ca 15501618","claudianus claudius","58.82352941176471","41.509433962264154","41.509433962264154","9.99629766854402",""
"cortnumm justus 16241675","cornificius q quintus","55.55555555555556","44.44444444444444","44.44444444444444","6.415002990995844",""
"bacon roger","bacon roger 12141294","100.0","100.0","70.96774193548387","16.76178200873107",""
"benci francesco si 15421594","benci francesco 15421594","100.0","100.0","94.11764705882352","3.3961780540566266","3"
"marcilius theodorus","marcile theodore 15481617","80.0","63.63636363636363","63.63636363636363","9.447549859466605",""
"sanchez alfonso","petrus alfonsi 10621110","55.172413793103445","42.10526315789474","42.10526315789473","7.544322936779137",""
"meursius ioannes","meurs johannes van 15791639","75.0","55.81395348837209","55.81395348837209","11.077069118173052",""
"pontanus johannes isaacus","pontanus johannes isacius 15711639","100.0","81.35593220338983","81.35593220338984","10.764157561162513",""
"settala luigi 15521638","arrigo da settimello","51.61290322580645","38.095238095238095","38.095238095238095","7.8044276019488565",""
"obsequens iulius","obsequens julius","100.0","93.75","93.75","3.608439182435161","3"
"bossche guillaume van den","bosscha johannes 17971874","48.78048780487805","40.0","40.0","5.069416997762568","5"
"canonieri pietro andrea","canonieri pietro andrea 1639","100.0","100.0","90.19607843137256","5.660296756761033","5"
"bartoletti fabrizio","bartolomeo fra 14721517","60.60606060606061","47.61904761904762","47.61904761904761","7.498055444021117",""
"gontier pierre","goelzer henri 18531929","51.85185185185186","38.888888888888886","38.888888888888886","7.484170156161823",""
"procaccini calisto","procilius","57.14285714285714","44.44444444444444","44.44444444444444","7.331431989709532",""
"joubert laurent","laurent mh mariehyacinthe 19061968","100.0","63.63636363636363","36.73469387755102","31.750361793650402",""
"valleriole francois 15041580","valla lorenzo 14071457","59.09090909090908","52.0","52.0","4.093938272435522","4"
"servi pietro","servius active 4th century","75.0","52.63157894736842","52.63157894736843","12.914413916083731",""
"saldo giovanni francesco","salutati coluccio 13311406","43.24324324324324","32.0","31.999999999999996","6.491289513050928",""
"cardellini vittorio","cardano girolamo 15011576","51.42857142857142","40.90909090909091","40.90909090909091","6.073424909657101",""
"rolfinck werner 15991673","rolfe john carew 18591943","48.88888888888889","48.97959183673469","48.97959183673469","0.05236737135506439","0"
"caprili pio enea","capreolus of carthage","54.54545454545454","48.648648648648646","48.64864864864865","3.4045224718798535","3"
"marquard johannes","markward of fulda","53.84615384615385","47.05882352941177","47.05882352941176","3.918666985449949","3"
"dolaus johann 16511707","dolabella publius cornelius approximately 80 bc43 bc","36.36363636363637","24.324324324324323","24.32432432432432","6.950900046754711",""
"pascoli alessandro 16691757","pascoli giovanni","100.0","60.869565217391305","46.51162790697675","27.683771537513618",""
"la ramee pierre de 15151572","ram p f x pierre francois xavier de 18041865","100.0","56.33802816901409","56.33802816901409","25.208251189969573",""
"putte hendrik van der 15741646","puteanus erycius 15741646","100.0","69.0909090909091","69.0909090909091","17.845371956770247",""
"ravisius textor johannes 14801524","benintendus de ravagnanis 13171365","43.07692307692308","41.791044776119406","41.7910447761194","0.7424021831141017","0"
"tauler johann ca13001361","stieroxel istvan approximately 14851519","36.36363636363637","34.920634920634924","34.92063492063492","0.8331172715579032","0"
"dominique de la sainttrinite ocd","dominicus de sancto geminiano approximately 13751425","100.0","42.857142857142854","42.85714285714286","32.9914439536929",""
"bacon john oc","baconthorpe john 1346","100.0","64.70588235294117","58.82352941176471","22.270228807059897",""
"flavin melchior de","flavien de chalonsursaone","100.0","41.86046511627907","41.860465116279066","33.56687611567592",""
"fine oronce","orosius paulus","42.85714285714286","24.0","24.0","10.88717650471866",""
"jansenius cornelius obispo de ypres 15851638","jansenius cornelius 15851638","100.0","100.0","77.77777777777779","12.830005981991679",""
"ursinus velius caspar","vel caspar ursinus 14931538","100.0","80.0","75.0","13.228756555322953",""
"christmann jakob 15541613","christ wilhelm von 18311906","55.81395348837209","46.15384615384615","46.15384615384615","5.57726556998923","5"
"galganetti leandro","galvani luigi 17371798","51.61290322580645","40.0","40.0","6.704712803492426",""
"bettini mario","birck sixt 15001554","34.78260869565217","25.0","25.0","5.6479917638115555","5"
"mizauld antoine","mignault claude approximately 15361606","57.14285714285714","37.735849056603776","37.735849056603776","11.204641342763624",""
"angeli alessandro degli","angeli pietro 15171596","100.0","44.44444444444444","40.0","33.43195287821262",""
"politi alessandro sch p 16791752","poliziano angelo 14541494","48.0","42.10526315789474","42.10526315789473","3.4033279025914784","3"
"catulo cayo valerio","catullus gaius valerius","63.1578947368421","66.66666666666666","66.66666666666667","2.0257904182092132","2"
"macrobio ambrosio aurelio teodosio","macrobius ambrosius aurelius theodosius","79.41176470588236","82.1917808219178","82.1917808219178","1.6050430529445594","1"
"suetonio tranquilo cayo","suetonius approximately 69approximately 122","58.82352941176471","36.36363636363637","36.36363636363637","12.967225297307102",""
"cinnamus ioannes","cincinnatus lucius quinctius approximately 529 bcapproximately 430 bc","62.5","25.882352941176464","25.882352941176467","21.141208386502477",""
"peramas jose manuel 17321793","guilelmus peraldus approximately 11901271","46.42857142857143","46.3768115942029","46.37681159420289","0.029883554305884536","0"
"tamayo salazar juan de","tamayo de vargas tomas 15881641","100.0","58.064516129032256","33.9622641509434","33.4177744969581",""
"sussanneau hubert 15121550","susemihl franz 18261901","47.82608695652174","44.89795918367347","44.89795918367348","1.6905553578755663","1"
"plinio cecilio segundo cayo","pliny the younger","51.61290322580645","36.36363636363637","36.36363636363637","8.804168327818337",""
"julio obsequens","obsequens julius","100.0","90.3225806451613","90.32258064516128","5.5872606695770255","5"
"jimenez de rada rodrigo ca 11701247","jimenez de rada rodrigo approximately 11701247","100.0","95.5223880597015","83.9506172839506","8.281883573405379",""
"gerbel nicolaus ca 14851560","gerberon gabriel 16281711","53.333333333333336","46.15384615384615","46.15384615384615","4.145078855720392","4"
"terencio africano publio ca 190159 a c","terence","85.71428571428572","26.66666666666667","26.66666666666667","34.09115875214933",""
"dieven pieter van 15361581","diedo francesco 1484","46.15384615384615","43.47826086956522","43.47826086956522","1.544749884119399","1"
"pontanus jacobus si 15421626","pontanus jacob 15421626","100.0","90.19607843137254","90.19607843137256","5.660296756761037","5"
"bertius petrus 15651629","berterus of orleans","54.54545454545454","42.857142857142854","42.85714285714286","6.748249899618999",""
"antonino arzobispo de florencia santo","antonino of piacenza saint","100.0","60.317460317460316","60.31746031746032","22.91072496784229",""
"poliziano angelo 14541494","poliziano angelo 14541494","100.0","100.0","100.0","0.0","0"
"bach johann august","bach johann nicolaus 18021841","100.0","75.86206896551724","51.06382978723405","24.468827570542302",""
"dresser matthaeus 15361607","drepanius florus 5th century","37.2093023255814","33.33333333333333","33.333333333333336","2.2377917410450627","2"
"la reberteria jean de","remigius of auxerre","38.70967741935484","35.0","35.0","2.141783256671193","2"
