author,dll_author_id
Lucius Septimius Severus,A5583
Palladius Ratiarensis,A5592
Paulus Dux Galliae,A5580
Gregorius XIII,A5578
Caspar Ursinus Velius,A5594
Ioannes Barclaius,A5595
Hieronymus Cardanus,A5596
Andreas Ammonius,A5597
Hieronymus Fracastorius,A5606
Antonius Bonfinius,A5608
Ioannes‏ Burmeisterus,A5613
Petrus Carmelianus,A5612
Conradus Gesnerus,A5603
Carolus Linnaeus,A5601
Alexander Magister,A5599
Carolus Gustavus Iacobus Iacobi,A5602
Guilielmus Budaeus,A5600
Iosephus‏ Acosta,A5598
Cuthbertus,A5610
Petrus Bembus,A5607
Johannes Bisselius,A5611
Aedwardus,A5609
Ludovicus Lazarellus,A5618
Hermannus Schottennius,A5620
Johannes Colet,A5625
Johannes de Rupescissa,A5623
Joannes Phræa,A5624
Erycius Puteanus,A5621
Jacobus Wimpfelingus,A5630
Petrus Bonus,A5631
Johannes Anglicus,A5632
Gaius Papirius Carbo Arvina,A5635
Maximilianus Ihm,A5641
Carolus Mayhoff,A5643
Marius Maximus,A5682
Robertus II,A5680
Iacobus Sirmondus,A5674
Vincentius Poeta,A5668
"Africanus, Sextus Caecilius",A5669
Albericus Casinensis,A5678
Nicolaus Bartholomaeus Lochiensis,A5666
Boncompagnus,A5675
Tiberius Claudius Caesar Augustus Germanicus,A5672
Chlodovechus,A5681
Gaius Galerius Valerius Maximianus Augustus,A5670
Publius Licinius Egnatius Gallienus,A5679
Innocentius VIII,A5667
Henricus Institor,A5676
Magnus Maximus,A5673
Rhazes,A5671
Lucius I,A5691
Sulpicius Lupercus Servasius Junior,A5687
Sulpicius Bituricensis,A5683
Quintus Caecilius Metellus Pius,A5677
Antonius Iulianus,A5697
Publius Volumius,A5711
Deculo,A5708
Appius Claudius Pulcher,A5685
Marcus Cluvius Rufus,A5694
Gondemarus‏ Gothorum Rex,A5692
Vatronius,A5688
Verus Ruthenensis,A5686
Vulcacius Gallicanus,A5695
Lucius Calpurnius Bibulus,A5693
Marcus Baebius Macer,A5689
Veranus Cabellitanus,A5696
Lucius Cornelius Bocchus,A5690
Aurelianus Festivus,A5684
Prosperus Conversus Manichaeus,A5705
Statius Valens,A5703
Coronatus,A5700
Munatius Rufus,A5698
Johannes Arelatensis,A5706
Alexander Magnus,A5709
Matthaeus Zuppardus,A5707
Ferretus Vicentinus,A5734
Gellius Fuscus,A5722
Marcus Antonius Gnipho,A5720
Jacobus Sprenger,A5704
Nicolaus Cusanus,A5712
Avicenna,A5701
Plautius Iurisconsultus,A5716
Johannes Pecham/ Johannes Campanus,A5627
Ioannes Roffensis,A5628
Ioannes Helyar,A5629
Hieronymus Aleander,A5590
Pellicanus Conradus,A5588
Johannes Duns Scotus,A5593
Iohannes XXII,A5591
Theodulfus Aurelianensis,A4980
Eusebius papa,A5379
Iulius Marathus,A5730
Gaius Octavius Lampadio,A5727
Miltiades papa,A4993
Paulus Albarus,A4983
Paulus Camaldulensis,A4989
Astronomus,A4982
Petrus Helias,A4987
Montanus Toletanus,A4985
Salvianus Massiliensis,A4789
Silverius,A4783
Sonnatius Remensis,A4780
M. Valerius Messalla Rufus,A4594
Secundus Tridentinus,A4590
L. Aelius Praeconinus Stilo,A4579
Johannes Andreae,A4388
Lupatus de Lupatis,A4389
Aulus Sabinus,A4237
Alexander Smarius Crispus,A4234
Scotus Anonymus,A4228
Aegidius Corbeiensis,A3919
Thuo de Vibergia,A4219
Iohannes‏ ‎Schweickhofer,A4222
Adamus Eyneshamensis,A4220
Iohannes Rusbrochius,A4218
Philippus Beroaldus,A4095
Lucius Caepasius,A3468
Caius Iulius Hyginus,A3487
Avitus Gallonius,A3063
Sanctus Eutropius Abbas et Episcopus,A3067
Favorinus Arelatensis,A3064
Erycius Puteanus,A5936
Nicolaus Heinsius,A5937
Franciscus van Oudendorp,A5938
Iosephus Iustus Scaligerus,A4720
Otto Fridolinus Fritzsche,A5962
Gabriel Hummelbergerius,A5963
Martinus Lister,A5964
Thomas Reinesius,A5965
Henricus Antonides van der Linden,A5966
Christianus Theophilus Schuch,A5967
Johannes Pricaeus,A5969
Gustavus Fredericus‏ Hildebrand,A5970
Augustus Reifferscheidius,A5971
Johannes Allen Giles,A5972
Adolfus Kiessling,A5973
Rudolfus Schoell,A5974
Franciscus Hotmannus,A5975
Titus von Popma,A5976
Albert Curtis Clark,A5977
Henricus Sommalius,A5978
Iosephus Zcyha,A5981
Johann van der Wowern,A5942
Godescalcus Stewechius,A5943
Geverhart Elmenhorst,A5944
Otto Iahn,A5945
Julianus Floridus,A5946
Johnannes Caspar Orellius,A5947
Victor Cousin,A5948
Carolus Jourdain,A5949
Henricus Schenkl,A5952
Carolus Schenkl,A5953
Augustus Guillielmus Ernesti,A5954
Fridericus Lindenbrogius,A5956
Henricus Hadrianus van der Marck,A5957
Carolus Henricus Tzschuckius,A5958
Ottomarus Guentherus,A5959
Johannes Bosscha,A5939
Janus Gruterus,A5940
Petrus Colvius,A5941
Iohannes Albertus Fabricius,A5982
Claudius Chifletius,A5983
Hadrianus Valesius,A5984
Henricus Valesius,A5985
Albanus Torinus,A5986
Carolus Weyman,A5987
Ludovicus Claudius Purser,A5988
Thomas Crenius,A5989
Carolus Urba,A5990
Georgius Logus,A5995
Sebastianus Gryphius,A5996
Stephanus Vinandus Pighius,A6002
Franciscus Nansius,A6003
Franciscus Raphelengius,A6007
Robert Titus,A6011
Andreas Schottus,A6012
Johannes Opsopäus,A6014
Johannes Weitzius,A6018
Claudius Salmasius,A6021
Isaac Vossius,A6027
Joannes Georgius Graevius,A6032
Samuel Pitiscus,A6033
Franciscus Hesselius,A6046
Johannes Arntzenius,A6054
Laurentius Theodorus Gronovius,A6062
Jacobus Tollius,A6171
Henricus Georgius,A6207
Franciscus Ruehl,A6293
Albert d'Aix-la-Chapelle,A5558
Michele Marullo,A5552
Laurentius Rabe,A5553
Caius Coelius Sedulius,A5260
Gaius Memmius,A4586
Jean Du Bellay,A3948
André des Freux,A3949
Helius Eobanus Hessus,A3930
Benvenuto Rambaldi da Imola,A3921
Henry of Marleburg,A3922
Pietro da Pisa,A557
Lucius Cincius,A907
Philastrius Brixiensis,A555
Jean-Baptiste Ladvocat,A3187
"Billerbeck, Heinrich Ludwig Julius",A3279
Adolf Römer,A3443
Konrad Peutinger,A3671
Georg Agricola,A3675
Jean Mandeville,A3672
Jean Gobi,A3669
Blaise Pascal,A3673
Antonio Telesio,A3685
Sigmund von Herberstein,A3691
Johannes Sturm,A3688
Jean de Murs,A3681
John de Sautre,A3683
Charles de Bovelles,A3712
Ignacio de Loyola,A3716
John Mair,A3697
Niccolò di Milis,A3713
John Mirk,A3686
Giovanni Michele Nagonio,A3710
Samuel von Pufendorf,A3714
Gottfried Wilhelm Leibniz,A3687
Christian Thomasius,A3696
Johann Joachim Müller,A3704
Juan Marbres,A3706
John Dunstaple,A3732
Giovanni Ferrerio,A3707
John Lathbery,A3703
Giulio Cesare Scaligero,A3719
Valentin Trotzendorf,A3700
John Reade,A3701
Jean Gerson,A3738
Maciej z Miechowa,A3729
François Tarillon,A3766
Richard Willes,A3734
Basilio Zanchi,A3740
João Sobrino,A3742
John Waleys,A3739
Étienne Souciet,A3797
Francesco Sperulo,A3754
Tito Vespasiano Strozzi,A3775
Diogo de Teive,A3772
William Vaughan,A3755
Carlo Verardi,A3773
Pietro Paolo Vergerio,A3753
Thomas Watson,A3777
Giovanni Gigli,A3748
Jan Hus,A3747
Carlo Sigonio,A3778
Johannes Soter,A3787
Sperone Speroni,A3784
Richard Stanyhurst,A3763
Giulio Cesare Stella,A3779
Caspar Stiblin,A3788
Famiano Strada,A3769
Torquato Tasso,A3795
Ambrose Camaldule,A3791
Gian Giorgio Trissino,A3793
Miguel Venegas,A3796
José Antonio de Villerías y Roelas,A3781
Giano Vitale,A3759
Johann Ludwig Prasch,A3816
Claude Quillet,A3813
Johannes Reuchlin,A3809
Francesco Rococciolo,A3812
Giovanni Vittorio Rossi,A3807
Angelo Sabino,A3837
Jeroným Moravský,A3814
Luca Marineo,A3811
Bernardino Stefonio,A3802
Emanuele Tesauro,A3782
Jean Beleth,A3803
John Thwing,A3799
Lorenzo Valla,A3786
Giovanni Antonio Viperano,A3790
James Ware,A3800
Franciscus Plante,A3820
Bartolomeo Sacchi,A3806
René Rapin,A3823
Nikolaus Reusner,A3830
Pierre de Ronsard,A3821
Adrianus van Royen,A3836
Johannes Rutgers,A3817
Coluccio Salutati,A3818
Maciej Kazimierz Sarbiewski,A3833
Pieter Scholier,A3819
Lodovico Sergardi,A3834
Ugolino di Vieri,A3804
Pierre de Mambrun,A3855
Sha'ul ha-Tarsi / שאול התרסי,A3874
Jacob Pontanus,A3844
Nicolas Rigault,A3839
Isaac de L'Étoile,A3826
Jakob den Danske,A3853
Georg Schuler,A3846
János Zsámboki,A3827
Pierre-Juste Sautel,A3847
Jacob Schöpper,A3828
Adam Siber,A3825
Giannozzo Manetti,A3863
Giovanni Marrasio,A3860
Jacob Masen,A3849
Pacifico Massimi,A3872
Hugh Sottewaine,A3895
Nicolas Mercier,A3864
Daniel Georg Morhof,A3861
Claude-Barthélemy Morisot,A3850
Marc-Antoine Muret,A3873
Roberto de Nobili,A3865
Philip O'Sullivan-Beare,A3877
Nicolas-Claude Fabri Peiresc,A3851
Melchior de Polignac,A3852
Giovanni da L'Aquila,A3854
Giovanni Pietro Maffei,A3869
Giovanni Battista Spagnoli,A3892
Théodore Marcile,A3875
Clément Marot,A3885
Johann Burchard Mencke,A3888
Robert Moor,A3876
Olimpia Fulvia Morata,A3886
Naldo Naldi,A3867
Pierre Nanninck,A3896
Thomas Naogeorgus,A3870
Agostino Nifo,A3881
Marcello Palingenio Stellato,A3887
Giovanni Battista Pio,A3878
Wulfila,A3916
Klemens Janicki,A3907
Henry of Bratton,A3912
Henry of Lexington,A3917
Gotthold Ephraim Lessing,A3929
Jakob Locher,A3936
Jean Salmon,A3933
Antonio Magliabechi,A3879
Guillaume Massieu,A3898
Gilles Ménage,A3880
Francesco Maria Molza,A3893
Pierre Du Moulin,A3899
Federigo Nomi,A3894
Lambertus Hortensius,A3910
Mikołaj Hussowski,A3924
Henri de Blois,A3913
H. of Saltrey,A3935
Michael Lilienthal,A3909
Antonio Loschi,A3915
Michel de Montaigne,A3902
Willibald Pirckheimer,A3900
Luis de Granada,A3975
Michel de L'Hospital,A3940
Pierre-Daniel Huet,A3941
Arthur Johnstoun,A3943
Joris van Langevelt,A3927
Cristoforo Landino,A3932
Ortensio Lando,A3942
Henry Knighton,A3947
Lorenzo Lippi,A3918
Zacharie de Lisieux,A3923
Eilhard Lubin,A3920
Marcantonio Flaminio,A3968
Giovanni Garzoni,A3954
Lilio Gregorio Giraldi,A3950
Nicholas Breakspear,A3966
Jacob Gretser,A3957
Guarino Guarini,A3982
François Guyet,A3955
Jean van Havre,A3970
Daniel Heinsius,A3951
Christophe de Longueil,A3945
Gilbert Crépin,A3961
Gilbert Foliot,A3958
Gilbert of Hoyland,A3956
Bartolomeo Facio,A3971
Giovanni Battista Ferrari,A3953
Tomé Correia,A4016
Angelo Camillo Decembrio,A4017
Jan van der Does,A4014
Pierre Dupuy,A3973
Paolo Emili,A3983
Anton Wilhelm Ertl,A3965
Henri Estienne,A3994
Gille,A3991
Nicodemus Frischlin,A3959
Tito Livio Frulovisi,A3997
Johannes Gast,A3963
Nicola Partenio Giannettasio,A3992
Willem Claesz de Volder,A3960
Johann Friedrich Gronovius,A3995
Gilbert of Sempringham,A3988
Paolo Giòvio,A3978
Nicholas Grimoald,A3986
Gerard Nicolaas Heerkens,A3979
"Arnaldus, Bonoevallensis",A4021
Arnoldus Gheyloven,A4002
Florence Volusene,A4010
Geoffrey le Baker/ Geoffrey Pathon,A4019
Anne Le Fèvre Dacier,A4011
Antonius van Dale,A4020
Nicolas Denisot,A3998
András Dugonics,A3987
Jacques Dupuy,A3996
Vittorino da Feltre,A3981
Giordano Bruno,A4076
Ambrogio Calepino,A4051
"Arnulf, of Liège",A4029
Nicolas Caussin,A4009
Tommaso Ceva,A4018
David Chyträus,A4036
Grzegorz Knapiusz,A4006
Francesco Colonna,A4024
Benedetto Colucci,A4005
Georg Fabricius,A4033
Antonio Schinella Conti,A4027
Giovanni Conversini,A4037
Gregorio Corraro,A4025
Luís da Cruz,A4003
Giovanni Darcio,A4028
Carlo Roberto Dati,A4008
Caspar Dornau,A4035
Maarten van Dorp,A4045
George Lokert,A4004
Daniel Beckher,A4058
Francesco Benci,A4077
Johannes Bodecher Benning,A4053
Matthias Bernegger,A4063
Flavio Biondo,A4049
Jean Bodin,A4074
Giovanni Bona,A4056
Alessandro Braccesi,A4078
Aurelio Brandolini,A4054
Felix of Croyland,A4040
Paolo Cortesi,A4046
Giacomo Curlo,A4041
Agostino Dati,A4038
Francesco Diedo,A4047
Jan Ámos Komenský,A4083
Roelof Huysman,A4109
Francisco Javier Alegre,A4084
Girolamo Angeriano,A4110
Johann Georg Turmair,A4082
Gasparino Barzizza,A4080
Pietro Andrea Canoniero,A4066
Fulvio Cardulo,A4068
Peeter vande Casteele,A4085
Lapo da Castiglionchio,A4067
Juan de Mariana,A4135
Jacques Auguste de Thou,A4086
Athanasius Kircher,A4106
Théodore de Bèze,A4103
Leon Battista Alberti,A4087
Caradog ap Llefoed,A4107
Giovanni Nanni,A4088
Francesco Arsilli,A4105
Kaspar von Barth,A4102
Domenico Mancini,A4091
Pierre de Blarru,A4094
Giovanni Francesco Bordini,A4092
Antun Vrančić,A4155
Francisco Suárez,A4125
Nicolas Trigault,A4131
Martino Martini,A4115
Auguste Marie Joseph Jean Léon Jaurès,A4129
Bernard André,A4126
Heinrich Cornelius Agrippa von Nettesheim,A4098
Andrea Alciato,A4132
Ulisse Aldrovandi,A4116
Ceolfrith,A4130
Cornelio Vitelli,A4117
Cuimíne Ailbe,A4127
Giano Anisio,A4099
Ludovico Ariosto,A4133
Maffeo Barberini,A4118
Mikołaj Kopernik,A4141
Christiaan Huygens,A4138
Luigi Aloisio Galvani,A4156
Antonio Beccaria,A4163
Giuseppe Peano,A4154
Francisco Sánchez de las Brozas,A4140
Matteo Ricci,A4121
Johann Joseph Fux,A4119
Jean Le Rond d’Alembert,A4120
Leonardo Bruni,A4123
Caspar van Baerle,A4128
François Baudouin,A4124
Angela da Foligno,A4183
Luisa Sigea de Velasco,A4166
Hendrik Adriaan van Reede tot Drakestein,A4145
André de Neufchâteau,A4170
Carl Friedrich Philipp von Martius,A4168
Johannes van der Hoeven,A4175
Miguel Serveto,A4173
Joannes Hellespontius,A4147
Basinio Basini,A4146
Heinrich von Eppendorff,A4186
Sæmundur Sigfússon,A4182
Achard de Saint-Victor,A4190
Rajmund Kunić,A4187
Antoine Legrand,A4185
Marin Mersenne,A4211
Joachim von Watt,A4160
Hugo de Groot,A4206
Rimbert,A4201
Ansgar,A4209
Baron Miklós Istvánffy,A4193
Ælfwald II,A4204
Giulio Cesare Russo,A4214
Joest Lips,A4194
Martin Opitz von Boberfeld,A4208
Juan Ginés de Sepúlveda,A4189
Lieven van der Beke,A4215
Pierre Gassendi,A4226
Hans Hildebrandes,A4236
Nils Ragvaldsson,A4223
Oddr múnkr,A4212
Bartolomé de las Casas,A4202
Oláh Miklós,A4221
Biagio Pelacani da Parma,A4227
Tommaso De Vio,A4256
Giovanni‏ Domenico Campanella,A4235
Erik Olofsson,A4251
Rufus Festus,A4275
Aage von Dänemark,A4246
Björn Magnusson,A4255
Theodulus,A4252
Matej Andreis,A4239
Beatus Bild,A4247
Eudosso Pauntino,A4254
Hagymási Bálint,A4240
Hans Brask,A4248
Ernst Heinitz,A4271
Birger Gregersson,A4263
Christopherus Wyß (Witte),A4273
Tírechán,A4270
Alexander Gottlieb Baumgarten,A4267
Gunnlaugr Leifsson,A4260
Joachim du Bellay,A4268
Raoul le Breton,A4301
Lorenzo Campeggi,A4285
Oswald Geishüsler,A4291
Pescennio Francesco Negro,A4289
Enea Silvio Piccolomini,A4288
Albert von Sachsen,A4280
Aldo Manuzio,A4295
Ursin de Bourges,A4282
Giovanni Balbi,A4314
Bernardino da Siena,A4310
Thomas von Kempen,A4319
Johannes Cochläus,A4316
Muirchú maccu Macthéni,A4303
Giovanni Di San Gimignano,A4306
Domenico da San Gimignano,A4298
Marsilius van Inghen,A4300
Morten Mogensen,A4299
Martin Butzer,A4304
Salimbene da Parma,A4357
Ugolino di Conti,A4320
Richer de Reims,A4328
"Andrea, da Bergamo",A4346
Thomas von Erfurt,A4324
Alfonso Buenhombre,A4329
Πολύβιος,A4344
John Boston of Bury,A4332
Paolo Veneto / Paolo Niccoletti,A4330
Antonio Martínez  de Cala,A4327
Angelo Poliziano Ambrogini,A4336
Guillaume VI Durand,A4359
Riccobaldo da Ferrara,A4358
Pierre Bersuire,A4343
Matthias von Linköping,A4351
Marsilio Ficino,A4355
Pierre d'Ailly,A4352
Þórir,A4339
Juan De Segovia,A4345
Theodor Buchmann,A4353
Elias Pandochaeus,A4342
Arnold von Lübeck,A4373
Jacques de Vitry,A4369
Bernardo da Parma,A4370
Baldo degli Ubaldi,A4384
Ramon Llull,A4362
Lucas de Túy,A4371
Jacopo fa Cessole,A4368
Albert von Stade,A4385
Nicolas de Lyre,A4363
Adam de Marisco,A4372
Juan de Torquemada,A4366
Burchard de Bellevaux,A4414
Robert Grosseteste,A4411
Giovanni Fidanza,A4379
Giacomo/Jacopo da Varazze,A4405
Laidcenn Mac Báith Bandaig,A4397
Julian von Speyer,A4395
Henri d'Avranches,A4393
Platone Tiburtino,A4407
Jean Sarrazin,A4423
Guigues II,A4435
Azzo de Bologne,A4408
Vincent de Beauvais,A4417
Berthold von Regensburg,A4400
Guillaume Durand,A4401
Egidio Romano,A4398
Gertrude von Helfta,A4404
Guillaume de Saint-Thierry,A4454
André de Saint-Victor,A4452
Bernard de Tours,A4431
Léonin,A4428
Gautier de Saint-Victor,A4420
Eberhard von Bremen,A4440
Arno Salzburg,A4471
Ἀνναῖος Κορνοῦτος,A4459
Guillaume de Champeaux,A4472
Alain de Lille,A4458
Gherardo da Cremona,A4469
"Ibn Rushd, Muhammad",A4447
Herman Koroški,A4443
Master Stephen of the Thundering Tongue,A4438
"Sunesøn, Anders",A4441
Rodrigo Jiménez (Ximénez) de Rada,A4450
Sven Aggesen,A4448
Lambert le chanoine,A4496
Agobardo de Lyon,A4476
Pope Alexander III,A4497
Ambrosius Autpertus,A4467
Gilbert d'Auxerre,A4477
Karel Lucembursky/ Karel Václav,A4462
Calum Cille,A4468
"Widukind, von Korvei",A4475
Pontius Meropius Anicius Paulinus,A4499
Ἀφθόνιος Ἀντιοχεὺς ὁ Σύρος,A4514
Haymo von Halberstadt,A4486
Haymon d'Auxerre,A4495
Aethelweard,A4484
Ælfric Bata,A4493
Ælnoth,A4487
English,A4485
Héloïse d'Argenteuil,A4490
Hilaire d'Orléans,A4481
Elizabeth von Schönau,A4488
Sextus Turpilius,A4507
Quintus Valerius Antias,A4516
Marcus Terentius Varro,A4504
Aetheria,A4519
Baudovinia,A4517
Flavius Caper,A4506
Chilpéric,A4534
Claudius Claudianus,A4503
Colman/Colomannus,A4531
Cumméne Fota,A4509
Nennius,A4500
Gaius Oppius,A4557
Marcus Ulpius Traianus,A4528
Quintus Valerius Soranus,A4525
Publius Terentius Varro Atacinus,A4535
Gaius/Marcus Velleius Paterculus,A4542
Veranius Flaccus,A4522
Apponius/Aponius,A4523
Claudius Marius Victorius/Victorinus,A4541
Cledonius‏ ‎Constantinopolitanus Grammaticus,A4521
Thierry‏ ‎de Fleury,A4556
"Alan, of Canterbury",A4551
Crassus Ninnius,A4567
Quintus Novius,A4549
Gaius Iulius Phaedrus,A4554
Lucius Pomponius,A4571
Lucius Cornelius Sisenna,A4572
Gaius Sulpicius Apollinaris,A4569
Caelius Apicius/Marcus Gravius Apicius,A4543
Βελισάριος,A4546
Sextus Iulius Frontinus,A4597
Gnaeus Naevius,A4575
Publius Nigidius Figulus,A4558
Lucius Orbilius Pupilius,A4564
Marcus Pacuvius,A4573
Gnaeus Pompeius Trogus,A4591
Quintus Claudius Quadrigarius,A4559
Publius Rutilius Lupus,A4568
Publius Rutilius Rufus,A4576
Marcus Aemilius Scaurus,A4565
Quintus Terentius Scaurus,A4574
Sextilius Ena,A4563
Lucius Cornelius Sulla,A4560
Quintus Trabea,A4585
Gnaeus Gellius,A4603
Quintus Lutatius Catulus,A4600
Gaius Memmius,A4596
Angilbert duc de Ponthieu,A4580
Lucius Novius,A4595
Aurelius Opilius,A4583
Gaius Asinius Pollio,A4581
Aulus Postumius Albinus,A4578
Marcus Valerius Probus,A4588
Quintus Mucius Scaevola,A4593
Quintus Curtius Rufus,A4602
Domitius Marsus,A4637
Quintus Fabius Maximus Servilianus,A4608
Servius Fabius Pictor,A4635
Marcus Cornelius Fronto,A4605
Gaius,A4619
Germanicus Iulius Caesar,A4612
Lucius Cassius Hemina,A4636
Decimus Iunius Laberius,A4620
Gaius Lucilius,A4618
Lucius Volusius Maecianus,A4610
Pomponius Mela,A4607
Gaufredo Malaterra,A4654
Richard Aungerville,A4650
Sigebert de Gembloux,A4640
Durante degli Alighieri,A4646
Pseudo-Marcus Junius Brutus,A4656
Gaius Helvius Cinna,A4645
Quintus Ennius,A4631
Gaius Fannius,A4621
Sextus Pompeius Festus,A4628
Aulus Furius Antias,A4648
Gaius Cornelius Gallus,A4626
Publius Aelius Hadrianus,A4632
Aulus Hirtius,A4622
Melissus Laevius,A4627
Gaius Licinius Macer,A4639
Gaius Cilnius Maecenas,A4633
Gnaeus Matius,A4634
Pierre de Blois,A4642
"Walter of the Mill, Archbishop of Palermo",A4669
Lucius Annaeus Seneca,A4655
Gaius Iulius Caesar Strabo Vopiscus,A4671
Lucius Calpurnius Piso Frugi,A4662
Lucius Coelius Antipater,A4675
Quintus Cornificius,A4653
Gnaeus Marcius Coriolanus,A4638
Achardus de Arroasia,A4696
John of Garland,A4694
Clement Maidstone,A4685
Nicole Oresme,A4663
Pietro da Eboli,A4672
Raoul de Caen,A4681
Richer de Reims,A4660
Degan of Treves,A4679
Gaius Sempronius Asellio,A4677
Marcus Porcius Cato,A4678
Philipp Schwartzerdt,A4707
Garcilaso de la Vega,A4712
Thomas May,A4706
John Owen,A4705
Isaac Newton,A4713
Jan Everaerts,A4717
Michał Piotr Boym,A4704
Baruch Spinoza,A4708
Andrea Navagero,A4691
Ludvig Holberg,A4697
"Nicolas Bourbon, the elder",A4695
Godefrid of Winchester,A4692
Gaius Licinius Macer Calvus,A4701
Cornelia Africana,A4684
Baro Bošković,A4734
Thomas More,A4725
Edmond Halley,A4710
Jacopo Sannazaro,A4732
Matthew Gwinne,A4723
Frédégaire,A4722
Gioacchino da Fiore,A4727
Master Gregory,A4698
Henry VII,A4735
Giovanni da Pian del Carpine,A4726
Leone Arciprete,A4700
Stephani de Varda,A4702
Jakob Balde,A4703
Francis Bacon,A4711
Wilhem Holtzman,A4714
Domnolus Cenomanensis,A4740
Albertano da Brescia,A4755
Heinrich Bebel,A4745
Jean Nicolas Arthur Rimbaud,A4742
Peter Lotz,A4747
Maffeo Vegio,A4750
Giovanni Pascoli,A4749
Walter Savage Landor,A4731
Seòras Bochanan,A4730
Johannes Schmid,A4738
Erchemperto,A4728
Falcone Beneventano,A4736
Jean de Hauteville,A4721
Aethelred,A4739
Énée de Paris,A4724
Arnold of St. Emmeram,A4729
Christoffa Corombo,A4744
Tirannio Rufino,A4757
Abbon de Fleury,A4767
Charles de La Rue,A4751
John Milton,A4771
Karl Marx,A4764
Desiderius Erasmus,A4743
Johann Hildebrand Withof,A4772
Martin Luther,A4756
Konrad Celtes,A4753
Simplicius Papa,A4792
Publius/Gaius Cornelius Tacitus,A4796
Moses Sephardi,A4775
Giovanni Gioviano,A4758
Francesco Petrarca,A4768
Charles François Lhomond,A4765
Jean Passerat,A4759
Tommaso Vallauri,A4769
Salonius Viennensis,A4779
Siculus Flaccus,A4807
Tiberius Catius Asconius Silius Italicus,A4804
Gaius Suetonius Tranquillus,A4799
Taio Samuhel,A4805
Tomellus,A4817
Ulgerius de Angers,A4814
Gautier de Châtillon,A4818
Waltherus Spirensis,A4835
Guillaume de Jumièges,A4837
Sechnallus,A4808
Quintus Horatius Flaccus,A4876
Venantius Honorius Clementianus Fortunatus,A4856
Virgile de Toulouse,A4850
Walahfrid Strabo,A4855
Warnerius‏ ‎von Basel‏,A4857
Wibald von Stablo,A4849
Symmachus Papa,A4831
Pope Gregory III,A4877
Turpin Erzbischof of Reims (contested),A4859
Waifarius Casinensis,A4840
Stephanus Herrandus,A4838
Walterius,A4851
Wido von Osnabrück,A4854
Guglielmo di Puglia,A4847
Paterius Notarius Gregorii I,A4873
Primasius Adrumetanensis,A4875
San Vigilio di Trento,A4878
Zacchaeus Gallus,A4843
Pope Gregory II,A4896
Quintus Gargilius Martialis,A4890
Wærferth,A4863
Guibert de Toul,A4861
Guillaume de Poitiers,A4858
Paulinus Petrocordiensis,A4871
Paulus Emeritanus,A4894
Pelagius I,A4881
Aulus Persius Flaccus,A4892
Potamius Ulixibonensis,A4887
Radbod of Utrecht,A4879
Rodolphe de Saint-Trond,A4932
Publilius Syrus,A4915
Wenrich von Trier,A4891
Wipo,A4900
Wulfstan the Cantor,A4885
Isernius,A4882
Philo Judaeus,A4912
Focas,A4905
Titus Maccius Plautus,A4895
Gaius Plinius Caecilius Secundus,A4904
Pontius diaconus,A4910
Sextus Propertius,A4889
Sido von Neumünster,A4906
Prudentius of Troyes,A4907
Raymond d'Aguilers,A4914
Richer‏ ‎de Metz‏ ‎,A4919
Ruotger von Trier,A4913
Saxo Grammaticus,A4930
Marcus Lucius Annaeus Seneca,A4920
Sigehardus‏ ‎San-Maximiniensis,A4917
Étienne de Tournai,A4955
Paulinus Mediolanensis,A4903
Furius Dionysius Philocalus,A4898
Porphyrius Optantianus,A4902
Ratramnus of Corbie,A4931
Richard de Saint-Victor,A4929
Rudolf von Fulda,A4923
Serlo of Wilton,A4927
Sextus Aurelius Victor,A4936
Simon Capra Aurea,A4944
Smaragde de Saint-Mihiel,A4928
"Solomon III, Bishop of Constance ",A4937
Étienne de Rouen,A4946
Suger de Saint-Denis,A4925
Tatwine of Canterbury,A4942
Metellus von Tegernsee,A4972
Paulus Winfridus,A4966
Pierre le Mangeur,A4995
Pietro Lombardo,A4994
Pierre de Montboissier,A4986
Radulfus de Diceto,A4945
Reginald of Canterbury,A4940
Romoald II of Salerno,A4953
Sedulius Scottus,A4939
Thierry de Chartres,A4996
Tommaso d'Aquino,A4997
Poeta Saxo,A4970
Rupert von Deutz,A4976
Sansón de Córdoba,A4960
Théofroy de Corbie,A4978
Theodolus,A4962
Thietmar von Merseburg,A5002
Merobaudes Hispanus,A4965
Milon de Saint-Amand,A4984
Modoin,A4990
Mosè del Brolo,A4991
Otloh von St. Emmeram,A5008
San Paciano,A5006
Pierre le Chantre,A4988
Pierre de Poitiers,A4992
Jotsauld de Cluny,A5027
Micon‏ ‎de Saint Riquier‏,A5017
Aldhelm of Malmesbury,A5010
Cornelius Nepos,A5005
Novatianus,A5007
Orientius,A5029
Origenes,A5012
Pierre Abélard,A5015
Pope Agapetus I,A5014
Theoderich von Tholey,A5003
Thiofrid von Echternach,A5004
Saint Thomas of Canterbury,A5000
Landolfo Seniore,A5053
Nicetas Aquileiensis,A5037
Nithard,A5028
Norbert von Iburg,A5035
Notker III.,A5025
Novatus Catholicus,A5032
Odilon de Cluny,A5021
Odo of Meung,A5031
Orosius,A5036
Otfrid von Weißenburg,A5026
Otto von Freising,A5033
Paschase Radbert,A5030
Pier Damiani,A5020
Josephus Scottus,A5042
L. Iunius Moderatus Columella,A5056
Leontius Neapoleos,A5057
Liberius,A5054
